qid;question;ocr_text;handwritten_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26274000;Do you think these people believe in gay marriage?;['freedom}/'];['That', 'Yeson 8', '` Totag', 'Prop 8 =', 'Prop 8 =', '<Religious', 'Prop 8', 'Yes on 8 .'," '""letdom. `'", 'Parental', 'Rights'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
264709000;What brand of soda is served at this restaurant?;[];['WELCOME'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267353000;Where will a person be by going to the right?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267680000;Which way is one way?;[];['ONE`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268102000;What sport is this cat watching on the television?;['rai', '1:25.152', 'gro', '1:25.180', 'mal', '1:25.228'," '\'8""'", 'ros', '1:25.276', '‰Û¢9-', 'web', '1:25.298', 'hul', '1:25.327', 'bot', '1:25.447', 'vt2åÈ', 'ham', 'dir', '1:25.736', 'gut', '16', 'vdg', ':26.8', 'pic', '17', ':27.o', 'bia', ':32.0', 'but', 'vet', 'j', 'button', '1:00.6'];['`^ ^tal \\\\}.``', 'EEEOCTEL CELW/ {', 'QUAFFTEL WILL {``', '17/{\\} TER`BUS', ': OU`URE`CELLS', 'NEW']
270809004;What color helmet is number 25 wearing?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271522002;How much does each bear cost?;[];['$25', '810'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272405003;What time does the clock say?;[];['HE^E'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273358001;Are there two types of business advertised here?;[];['Grill;', '| | } } OLEG', 'SIDD', '1967', 'Since'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274022002;Where is the bus headed to?;['105c', '405,'];['GOFED', 'VERYTO', '1.0^', '`B- 2303\\'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274684001;Where is the word entrance?;['entrance', 'wildinart.co.uk'];['GYGO CHH'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275242003;What time does the clock say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276527000;What time is shown on the clock?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276542000;What brand are their jackets?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276794008;Is that a fancy clock?;[];['NOSY`', 'TTTTTTT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276797003;How many emblems are showing?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276848001;Can you park?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277562001;What number is here?;[];['(! )', 'PRIV ILINE_`', '`tul'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278573001;What time is it?;[];['\\POM -', 'POP', 'NEW STOL SWILL SUIT', 'TING HARD WAY'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280338006;How many baskets are in the photo?;[];['COOK`', 'Villa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281196002;What number is on the front of this bike?;['@Ì´o.rthline', 'photo', 'oraphy'];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281210003;What time does this clock have?;[];['12/', 'Nation\\all', '9', '3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282523001;What time does the clock say?;[];['``! ! !1!`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282552002;Do you own the item featured in the sign?;[];['Deapark', 'Sharesleh', 'POR- wo Hall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28385003;What time does the clock on the right say it is?;['10'];['5', '$ 5 .', '$10', '12', '10', 'NV', '-20'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284686000;What time does the clock on the tower read?;[];['E`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284814000;Are these all HEAD skis?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284979002;Is the time on the clock 3:46?;[];['21 12 1', '7 6 5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286550006;What does the cup say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286700000;How many bricks are there?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289071001;Are these signs confusing?;[];['CAPITOL_ 2 mil', 'LAKE MONONA = 3- blocks', '. ^'," '"" Witha RIVER 21 me'", '(D )'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291280000;What brand is the motorcycle?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291980001;How many birds are on the ground?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292432020;What number is on the platform on the left?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292907000;Could the time be 3:58?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295480005;What are the initials on the blue and white plane?;['air', 't'];['` transat .`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29586001;What time is it?;[];['SHELLLLY HILLLLY SHOUTLLLLLLLLY ACELLLLLLL_ALLLILLEY`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297058006;What type of signs are these?;['welcome', 'to', 'the', 'new', 'san', 'josÌ©', 'pardon', 'our', 'dust', 'while', 'we', 'finish', 'our', 'work', 'san', 'josÌ©', 'city', 'hall', '408.535.3500'];['Welcome', 'to the new San Jose City Hall', 'Pardon our dust', 'while we finish our work', 'and complete our move.', 'San Jose City Hall', 'For more Information , please call', '408.535. 3500'],,,,,,,,,,,,
297632001;What is the person holding in their hand?;[];['\\Bas ~ }} ^ ^ ^``'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299704001;What time does the clock say?;['u', '811lhara'];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300321002;What is the name of the team?;['2013'," 'majors'];[""Tiger's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304134009;What does the red sign say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304408001;How many giraffes are present?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304849006;What time does the clock show?;[];['THEN`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304867002;Does this food truck sell hot dogs?;['food'];['\\BEEF', 'FEAR', 'COG`DED'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305259002;Was this photo taken in the US?;['estore', 'kings', 'sky', '*', '161', 'b', 'canal'," ""'t.""", '161.!,.-', 'lucky', '161-c', 'cai'];['BEX', 'EF\\ANGE', 'CELLE`ENGINES', 'TO`', 'TITLE_ _'],,,,,,,,,,,,,,,,,,,,,,
30791006;What are the names of the Fraggles on the front of the book?;[];['- -'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307954012;What is the name of the first book on the left under the TV?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308444002;What brand computer is this?;[];['~`', 'CAPT', '- ``', '-', 'M`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308509000;What number is on the left door?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308590001;What is the name of the maneuver he is doing?;['oÌ_nc/ev'];['}20^$27, 20 20.0 8 3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309502014;What are the colors of the four rings on the toy in the bookshelf?;[];['`_^vor', '`TEE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309563002;What does the sticker say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310463002;How many pieces of paper are on the table?;[];['ESPRESSO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310783009;Why are they wearing white?;[];['Vineyard vines', 'REESESIR`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310926039;What is the name of the bus?;[];['HWEE', '\\} ZEEE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311550006;What number is on the train?;[];['^IL', 'JACK='],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312212001;What is the dog sniffing?;[];['Wil`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31524000;Is there a peace sign here?;['for', '\\qispzs', 'or', 'ard', 'alls', 'al', 'ting', 'all', 'day', 'uman'," '""talk'", 'istobei'];['DESTINED', 'FOR', 'LATENESS', 'THE', 'LIGHT', 'DO OR DIE', 'JUST', 'ward'," '""ONCE'", 'CALLS', 'PULL', '{SEE', 'YOUR', 'AVM', 'OPEN', 'ALIT', 'WAITING ,', 'CALL', 'LEEN', 'FOR*', 'DAY', 'WET TALKI', 'THUMAN !', 'IS TO BE|^ ^_', '10 0 0|', '`860) .'],
315269003;Is this the entry to a ski lift?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315960001;How many people are washing this elephant?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317878018;How can we tell this is not in America?;['schoo'];['ELEC', '|C CA', 'SCHOOL', 'SPEED', 'ITRA', '20', 'THEATLTHIS``', 'HLADERLAND', 'THEN', 'BC GAMES!', 'HOW', 'CHILDREN', 'ARE RYESEAT', 'gates strokes ay'],,,,,,,,,,,,,,,,,,,,,,,,,
"320008002;What time is it on the watch?;[];['""Will*']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320112003;What type of car is that?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32060005;What year is it?;[];['\\^ 1', 'ID', 'LA', '} La Creperie`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321410006;What is the name of the building or lodge?;['(ott'];['JEANRICHARD', 'STICK`', 'WIND SURF', 'O Alexandr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220004;Is a ball being thrown?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323360002;What number is this train?;['uÌ´fe'];['SantaFe*', 'callate'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324580012;If you pay for a ticket will your car get towed?;[];['ONE WAY', 'S`OTP', 'THE``E`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325799020;Do you think these flowers are natural?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32809001;Which bus it is?;[];['JERK THE`', 'TAN`]L', 'Iszan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328179011;What number is on the shirt?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293008;What time does the clock show according to standard American time?;[];['a'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330498000;How many pillows are on the couches?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331353005;What time does the clock say?;[];['D', 'LI^'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333643003;What brand is the computer the woman is holding?;[];['\\trema{'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333643005;What brand of computer is the boy using?;[];['\\trema{'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333978006;What brand is the orange juice?;[];['SCITHEFT', 'tropicana'," ""\\Welch's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334484000;What color are the letters on the bus?;[];['UD'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334699000;What's the motorcycle's number?;[];['DUCATI', '{\\ 20.73. VICTOR VARELA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335840000;What gender are the people in the picture?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336966005;What is the name of the Airways?;[];['Q USAIRWAYS EXPRESS'," ""HA3 6At'``""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340454001;What is the sign there to prevent?;['turning', 'vehicles', 'i', 'yield', 'pedeÌ´rlans'];['TURNING', 'VEHICLES', 'YIELD', 'TO', 'PEDESTRIANS', 'i` in`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340528016;What time does the clock have?;[];['TAY`', '} Opn^', '` MCI^XIV'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342532006;Does this appear to be in the USA?;[];['NY1)', '}'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344544001;What brand of umbrella does she have?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344578003;How can you tell these are not American busses?;[];['YOBEKE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345531001;What does the boy's shirt tell you to do?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346785001;What is the name of the street at the intersection?;[];['THRU', 'TRUCKS', '* Catch $1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347671000;Is the plane in the air?;['navy'];['NAVY', 'MILWAUKEE', 'N 31950'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347671004;What kind of plane is flying above the runway?;['navy'];['NAVY', 'MILWAUKEE', 'N 31950'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348562000;How many sinks are in the bathroom?;[];['HEE`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349974002;Does the batter have a special number on his back?;[];['INGEL', '5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351288006;What number is on the sign?;[];['` Sterhang', '$ Harvell', '~} Speed .', 'Messstrecke', 'Families Obtain @', '\\Rodelbahn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351989006;What number of veggies are on this platter?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352019001;Does this bus have a known destination?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353754009;What is the address show on the banner?;['3071', 'ajheimkirchen', 'hainfe/derstrasse', '3', 'tel.', '02743/222'];['3071 Boheimkirchen', 'Hainfelderstrasse 3', 'tel . 02743 / 2252', 'mind . kliment_so.at'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354569003;What time does the clock say?;[];['LU`', 'F 71 72 7\\', 'MG``', 'A', '7 - 6 .5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35459003;Would you want to ride this horse?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355398005;Is this at Wimbledon?;[];['Well games`', 'wellVines', 'JOIN OLY'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355968000;Does this plane have flights to Los Angeles?;[];['AEROMEXICO', '$4160 +$ 101010 0 0 0 10RODELLA^'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356213002;Do these look like antiques?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356641000;Was the lawn grazed upon?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356962000;What does the white sign say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357290016;Could this be Great Britain?;[];['AV`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358788003;What type of desert is this?;['bu', 'so', '_'];['PetitPlat by SR_'," "". of'""", '$ - 10'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602003;How long can you park here?;['policÌ_', 'division', '29', 's.', 'sewe', 'sr.', '71'];['WESTERVILLE*', 'POLICE', 'DIVISION', '29 S. STATE ST .', '*$ lariat', '`HILARIRAL', 'BUILDING', '` ` SLUTIEST`'],,,,,,,,,,,,,,,,,,,,,,,,,
"361942003;Can this motorcycle be easily stolen?;[""yamaha'""];['ALLSHOTS']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362608000;Using a 24 hour time format," what time is it?;['oleg'];['""TON OF'", 'SO^', '7 6 5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362973000;Is it a sunny day?;['the', 'trux', 'factor'];['THRUXTON*', 'GOOGLE Y QUEMEAN', 'CHERWELL TRUCKS LTD', 'MILLION', '\\Y J 55 JIXX*', '25)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364312004;How many signs are on this post?;['city', 'center', '191'," 'jaffa'];['10 \' 2:2 1 - 7n n"" 7\'N'", '20 9 2', 'N'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364369002;What language is the bottom sign?;['easÌ©33%d', 'park', 'ave', 'hoi!', 'aaleichem'];['ONE WAY', 'PELAS AVE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364476006;What time is it?;['31'];['\\```OraRES`', '\\DIVE SITE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366724007;What brand is the mouse pad?;[];['1000'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367222000;What is said on the side of the train?;[];['TTTTTTTTT`', 'SPURT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36776002;In what direction is the train traveling?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368736002;What time is it according to clock?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368879001;What kind of sauce is in the bottle?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370151001;What are the legal parking times?;['mardi', 'i', 'mars', '8h-18h', 'un.even.'];['J', '95 - 16 h', 'UN . AN SAM .', '13/30 : 14/130', 'MARDI', '1 MARS ~ ` DEC.', '2 %', '$86 - 18 %', '\\UN . ` VEN .'],,,,,,,,,,,,,,,,,,,,,,,,,,
371254008;What number is on the train?;['corail', 'intercit2s', '081'];['COrail', 'INTERCITES', 'SNES'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371254009;What is the name on the train?;['corail', 'intercit2s', '081'];['COrail', 'INTERCITES', 'SNES'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372374002;Is there a tree in the photo?;[];['| | |', 'FELE`', 'ILLALAH', '70 7 12'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372603003;How many people are walking on the sidewalk?;[];['LATRINE !`', 'ADAZOO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374796001;What time is displayed?;[];['BOODLE & DUNTHORNE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376623000;Can you see what does the street sign say?;['subway', '-'];['GE', '\\LIFT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378632012;How many ways can you go here?;['bridge', 'st', 'o'];['BRIDGE ST', 'las'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379138001;What is the number under the button?;['exit', 'exit'];['17:', '\\It home', 'EXIT', 'EXIT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381154001;Where are the people at?;['09'];['YOU`HIV / EXFRIES```', 'ROU Nation', 'BUS`', 'JON`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38123004;What brand logos are visible in this image?;['westin.'];['Si^` ` STENO`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382695001;Which team is at bat?;[];['Orlog'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383213004;What is painted on the sign?;['jiÌ_il', '0001', '8110'];['SAIDD OVIDAY', '`all fil`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384924009;What brand of tennis shoes is he wearing?;['j@'];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"385172002;How much does this meter cost per hour?;['""*king'", 'card'];['QUARTERS', '& DOLLAR', 'COINS', 'ONLY', 'METERS ENFORCED', '8: 00 A. M. - 4: 30 P.M.', 'SUNDAYS & HOLIDAYS EXEMPT', 'SIGNS ON BLOCK MAY INDICATE', 'ADDITIONAL RESTRICTIONS .', 'IF METER MALFUNCTIONS CALL', '951- 487 - 7208 WITH METER NUMBER', 'AND DO NOT PARK HERE', 'WS 356', 'ONE HOUR', 'MAXIMUM TIME GIVEN'],,,,,,,,,,,,,,,,,,,,,,,
388412026;What does the book say?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389815004;What does the logo suggest this man is?;[];['DRUPAL'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391410002;Was this bench donated to a town park?;[];['``drama^ ^ ^`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391896004;Is it am or pm?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393680002;What number do you see on the boat?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394481000;Does this keyboard have a ten key?;[];['LOL`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39598002;How does one pay at this machine?;[];['` 6:4:4 6^', 'O'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396116002;What time is it?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397908000;What operating system is shown on the computer screen?;[];['Installing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39847005;Can you tell which country this is?;[];['MaliTi', 'FONIA', 'IZ HIK 2748 9826', 'Shape', 'Repair', 'Station', '-', 'FA Z SK BE', 'He', '1 . .', 'CLEMENT', 'VERAEASE #`^ ^`THE $ 7`- 2. #`', 'FIZZLE BREAK THI``` LIODEE FI', 'V - 2.#^'],,,,,,,,,,,,,,,,,,,,,,,,,
399325002;What is the name of the business?;['ead', 'mutton', 'griggs', 'konectÌ_js'];['IStead Mutton Griggs', 'Chartered Architects', '\\Y JOS MHZ*'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399488001;Is there liquid in the bottle?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400940012;Must the people go the direction of the one way sign?;[];['GEE', 'EAT` GREAT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402897002;How many letters are there in the sign?;['save', 'texas', 'cemeteries', 'stop', 'cemetery', 'destruction', '(512)257-save'];['LEAVE', '`EMELIEH'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403329007;What brand is the computer?;[];['\\BEEBABIES', 'CH`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404596002;Is the person who modified this sign liberal or conservative?;['one', 'way', 'stop', 'all', 'way'];['ONE WAY', 'STOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406771000;What is this person texting?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407667005;What number is on the bus?;['jjjjjjj'];['EEEEEEEEEE', 'FEEEASIER', 'FEELLEFFBEER`', '\\n n V/', '` metrotransit. org', '\\-1\\DAVE_IF'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407770024;What team is on the man's shirt?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408755003;What is the brand of the contraption on the left?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408802001;What time is it in the photo?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409374002;How many windows from the right is the flag flying on the yellow building?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410091006;What type of symbols are those on the gold dial?;[];['LULLLLLLLLLL`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410143006;Is he a famous player?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413115033;How many seconds until the light changes?;[];['TRUCK', 'ROUTE', '29'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413539002;Is this an alcoholic beverage?;['black', 'kee', 'ale', 'vol.'];['BLACK', 'CALL`', 'SHEEP', 'ALE', 'CRISP , DRY &', 'BITTERSWEET', 'ALE . 1. 4% Vol .'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
414082003;What does the sign on the side of this building read?;[];['| 12 1', '- ININ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414961044;What country did this parasol likely originate from?;['pectopah'];['$6:06 6000'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416119001;What number is on this airplane?;[];['In - 1 1', '`stars thozo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416303010;Is this an expensive motorcycle?;['dohs', 'es31nno\\'];['RONNIES SEX', 'SHOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416815006;Which company made the computer?;[];['any)'," ""LAVAZI'M""", '10 0 0', '100 0', '`@ )'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419391002;What does the text read?;['left', 'waiting', 'again,', 'zeros', '-', 'europe', 'because'];['CRATES^'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424108010;What time was this photo taken?;[];['#'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42529001;What time does the clock have?;['landahlauts.', '2013'];['THATAAR', 'LLLLLLLL DV', '\\NHRoss', 'BLOB ELUVEITIE`VED'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42529006;What time does it show?;['landahlauts.', '2013'];['THATAAR', 'LLLLLLLL DV', '\\NHRoss', 'BLOB ELUVEITIE`VED'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426556004;Is this train station crowded?;['ilill'];['City Rail', 'TED`'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427069005;Where is the nearest bathroom?;['101!01'];['`IllLet` me^ung'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42751000;What time is it?;['three', 'nine'];['CL', 'NINE', '9'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42751003;What numbers can be seen on this clock?;['three', 'nine'];['CL', 'NINE', '9'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428761005;What is the name of the Avenue?;[];['and A^E ``)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"429514008;What brand of phone is pictured?;[];[""O'""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429809000;What brand is his racket?;[];[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
