qid;question;keyPhrases;obj;txt;col;cnt;oth,,,,,
179615007;Is somebody paying for vegetables?;['vegetables'];1;0;0;0;0,,,,,
17967005;What are they watching?;[];1;0;0;0;0,,,,,
180020000;Are there any shadows in this picture?;['shadows', 'picture'];1;0;1;0;0,,,,
180021001;Has the sheep recently been sheared?;['sheep'];1;0;0;0;0,,,,,
180048000;What is the woman sitting on?;['woman'];1;0;0;0;0,,,,,
180186002;Are they going to eat all of it?;[];1;0;0;0;0,,,,,
180271003;Why do these animals have fur?;['animals', 'fur'];1;0;0;0;0,,,,
180559006;What is the man teaching the woman?;['woman'];1;0;1;0;0,,,,,
180559009;Is the man throwing the frisbee?;['man', 'frisbee'];1;0;1;0;0,,,,
180670003;Are these articles for sale?;['articles', 'sale'];1;0;0;0;0,,,,
180767003;Is this a baby elephant?;['baby elephant'];1;0;0;0;0,,,,,
180964003;How many urinals are pictured?;['urinals'];1;0;0;1;0,,,,,
181027005;Is this a man or woman flying?;['woman'];1;0;0;0;0,,,,,
181216001;Has someone eaten this banana yet?;['banana'];1;0;0;0;0,,,,,
181493007;What is the person hoarding?;['person hoarding'];1;0;1;0;0,,,,,
181649005;What is the color of the dog?;['color', 'dog'];1;0;1;0;0,,,,
181756002;What is hiding under the bag?;['bag'];1;0;0;0;0,,,,,
181759000;How many windows are visible?;['windows'];1;0;1;1;0,,,,,
181867000;Is the person chopping carrots?;['person', 'carrots'];1;0;0;0;0,,,,
181953004;Are these horses Tall?;['horses Tall'];1;0;0;0;0,,,,,
182189000;Who is the well known political figure on the left?;['known political figure', 'left'];1;0;1;0;0,,,,
1822003;How many windows are there?;['windows'];1;0;0;1;0,,,,,
182217013;Where is this?;[];1;0;1;0;0,,,,,
182373004;Is the snowboarder smiling?;['snowboarder smiling'];1;0;0;0;0,,,,,
182436008;How many zebras are there?;['zebras'];1;0;1;1;0,,,,,
18250010;What brand is the shoe?;['brand', 'shoe'];1;1;0;0;1,,,,
18250019;How is the weather?;['weather'];1;0;0;0;0,,,,,
182607002;What number is in the middle?;['number', 'middle'];1;1;0;0;0,,,,
182625005;Would you call this scene lush with vegetation?;['scene lush', 'vegetation'];1;0;0;0;0,,,,
182637001;Why does he wear glasses?;['glasses'];1;0;0;0;0,,,,,
182799000;Is she taking a selfie?;['selfie'];1;0;0;0;0,,,,,
182824008;What is the white stuff on the plate?;['white stuff', 'plate'];1;0;1;0;0,,,,
182824017;Are there any calamaris on this plate?;['calamaris', 'plate'];1;0;1;0;0,,,,
182861004;Is it sunny in the picture?;['picture'];1;0;0;0;0,,,,,
182905000;What sport is this?;['sport'];1;0;1;0;0,,,,,
18293001;How many things were in the bag?;['things', 'bag'];1;0;0;1;0,,,,
183012002;What kind of sign is that?;['kind of sign'];1;1;1;0;0,,,,,
183071001;What type of dog is this?;['type of dog'];1;0;0;0;0,,,,,
183100000;Are these in a maintenance room?;['maintenance room'];1;0;1;0;0,,,,,
183231006;How many horses are pictured?;['horses'];1;0;0;1;0,,,,,
183233015;What kind of stop is this intersection?;['kind of stop', 'intersection'];1;0;0;1;0,,,,
183280001;Are there a lot of people?;['lot of people'];1;0;0;1;0,,,,,
18333001;Is the pizza hot?;['pizza hot'];1;0;1;0;0,,,,,
183342007;Is there wine in the glass?;['wine', 'glass'];1;0;0;0;0,,,,
183402001;How many toppings does this pizza have on it's crust?;['pizza', 'toppings', 'crust'];1;0;0;1;0,,,
"184138004;Why is the figure's back turned?;[""figure's""];1;0;0;0;0",,,,,
18418007;What is in the air?;['air'];1;0;0;0;0,,,,,
184184005;Where are the spoons?;['spoons'];1;0;0;0;0,,,,,
18424001;Can this animal swim?;['animal swim'];1;0;0;0;0,,,,,
184431001;Why are there reflections on the road?;['reflections', 'road'];1;0;0;0;0,,,,
184763001;What is on the bottom shelf of the cooler?;['shelf', 'cooler'];1;1;0;0;0,,,,
184905000;Does this bus have a modern design?;['bus', 'modern design'];1;1;0;0;0,,,,
185236023;Has any food been taken?;['food'];1;0;0;0;0,,,,,
185258001;What color are the man's pants?;['color'," ""man's pants""];1;0;1;0;0",,,,
18555001;What is on the bench?;['bench'];1;0;0;0;0,,,,,
185579002;What is the weather like?;['weather'];1;0;1;0;0,,,,,
185632002;Why is there a picture in front of the fireplace?;['picture', 'fireplace'];1;0;1;0;0,,,,
185700004;Are the scissors industrial sized?;['scissors industrial sized'];1;0;0;0;0,,,,,
185818004;What are they doing?;[];1;0;0;0;0,,,,,
185945002;Are those shoes good for the rain?;['rain'];1;0;0;0;0,,,,,
18601001;Has anyone climbed this mountain?;['mountain'];1;0;0;0;0,,,,,
186034001;Is the dog moving?;['dog'];1;0;0;0;1,,,,,
186112000;What is the color of the LED light on the object that the cat is looking at?;['LED light', 'object', 'color', 'cat'];1;0;1;0;0,,
186113001;Is the bus crowded?;['bus'];1;0;0;0;0,,,,,
186113002;Should have the photographer used a automatic flash camera?;['photographer', 'automatic flash camera'];1;0;0;0;0,,,,
186121003;Do you think these zebras are friendly?;['zebras'];1;0;0;0;1,,,,,
186145009;What is hanging in the window?;['window'];1;0;0;0;0,,,,,
186198001;What are the people holding?;['people'];1;0;0;0;0,,,,,
186245003;Does this dog look friendly?;['dog'];1;0;0;0;0,,,,,
186265004;Is more than half of this dish already gone?;['half', 'dish'];1;0;0;0;0,,,,
186476001;What are being sold?;[];1;0;1;0;0,,,,,
186480000;What is the nomenclature depicted on the wing?;['nomenclature', 'wing'];1;1;1;0;0,,,,
186684005;Does the lady in the skirt have her hair down?;['lady', 'skirt', 'hair'];1;0;1;0;0,,,
186738001;Why is the horizon an orange color?;['horizon', 'orange color'];1;0;1;0;0,,,,
186791000;Has the game started?;['game'];1;0;0;0;0,,,,,
186868002;How many zebras are there?;['zebras'];1;0;1;1;0,,,,,
186962001;What emotion does this woman's face express?;['emotion'," ""woman's face express""];1;0;0;0;0",,,,
187283002;Are there any fruits in this photo?;['fruits', 'photo'];1;0;1;0;0,,,,
187784001;How many boats do you see?;['boats'];1;0;0;1;0,,,,,
187929001;Is it sunny or about to rain?;[];1;0;1;0;0,,,,,
188085013;What color are his shoes?;['color', 'shoes'];1;0;1;0;0,,,,
188130007;Is he alone or does he have people with him?;['people'];1;0;1;0;0,,,,,
188151001;Is everyone in the picture smiling?;['picture smiling'];1;0;0;0;0,,,,,
188184008;What is in front of the animal?;['animal'];1;0;0;0;0,,,,,
188552000;How many countries are represented?;['countries'];1;0;0;1;0,,,,,
188562003;At which place men has got stuck?;['men'];1;0;1;0;0,,,,,
188749000;What color are the propellers?;['color', 'propellers'];1;0;1;0;0,,,,
188854002;How many chairs are in this picture?;['chairs', 'picture'];1;0;1;1;0,,,,
"189148001;What are the event's theme colors?;[""event's theme colors""];1;0;1;0;0",,,,,
189182001;What type of trick is the guy doing with the skateboard?;['guy', 'type of trick', 'skateboard'];1;0;1;0;0,,,
189295000;Why are there lines in the picture?;['lines', 'picture'];1;0;1;0;0,,,,
189304001;Is it sunny?;[];1;0;1;0;0,,,,,
189323011;Is the man facing the waves?;['man', 'waves'];1;0;0;0;0,,,,
189323014;What is this man wearing?;['man'];1;0;0;0;0,,,,,
189330000;What can be seen in the background from the red benches?;['background', 'red benches'];1;0;1;0;0,,,,
189568000;Is there a window?;['window'];1;0;0;0;0,,,,,
189670002;Are the lambs about the same size?;['lambs', 'size'];1;0;1;0;0,,,,
189778013;Is this man going to paddle board?;['man', 'board'];1;0;0;0;0,,,,
18994005;Is this person a woman?;['person', 'woman'];1;0;0;0;0,,,,
189943003;How high in the air is the person?;['air', 'person'];1;0;0;1;0,,,,
190094012;How many calories would you consume if you ate the whole box of donuts?;['box of donuts', 'calories'];1;0;0;1;1,,,,
190117006;Do you think this is a Ford or Chevy?;['Ford', 'Chevy'];1;0;0;0;0,,,,
19015001;What time does the clock read?;['time', 'clock'];1;1;0;0;0,,,,
190612001;How many cars are visible in the background?;['cars', 'background'];1;0;0;1;0,,,,
190751009;On what side of the train are the empty train tracks located?;['train tracks'];1;0;0;0;0,,,,,
190915022;How many calories does the bagel have?;['calories', 'bagel'];1;0;0;1;0,,,,
191031001;What color are the tiles?;['color', 'tiles'];1;0;1;0;0,,,,
191072006;Who is riding the bike with a bird?;['bike', 'bird'];1;0;1;0;0,,,,
1911000;What sport is this?;['sport'];1;0;0;0;0,,,,,
191156002;Can you  see coca cola in the fridge?;['coca cola', 'fridge'];1;0;1;0;0,,,,
191376007;Can cars drive in the right lane?;['cars', 'right lane'];1;1;0;0;0,,,,
191457003;How many tires are on this vehicle?;['tires', 'vehicle'];1;0;0;1;0,,,,
19146004;Has the bed been slept in?;['bed'];1;0;0;0;0,,,,,
191803001;Is this plane a DC-8?;['DC'];1;1;0;0;0,,,,,
191913002;What is the person riding?;['person riding'];1;0;0;0;0,,,,,
192090004;Is it cold outside?;['cold outside'];1;0;0;0;0,,,,,
192114000;What event is this?;['event'];1;0;0;0;0,,,,,
192290001;Is she counting 2?;[];1;0;0;1;0,,,,,
192322002;Which country flag is flying?;['country flag'];1;0;1;0;0,,,,,
192337000;How many trees are in the foreground?;['trees', 'foreground'];1;0;0;1;0,,,,
192524002;Is anyone wearing a skirt?;['skirt'];1;0;0;0;0,,,,,
192585002;How many lights are there?;['lights'];1;0;0;1;0,,,,,
192774001;What sport is this?;['sport'];1;0;0;0;0,,,,,
192885003;Where is the concrete?;['concrete'];1;0;1;0;0,,,,,
192929004;What does the forward facing man have in his hand?;['forward', 'man', 'hand'];1;0;0;0;0,,,
193044003;Where are the baby elephants?;['baby elephants'];1;0;0;0;0,,,,,
193476002;Are there any mirrors?;['mirrors'];1;0;0;0;0,,,,,
193579000;What kind of sign is this?;['kind of sign'];1;0;0;0;0,,,,,
193659005;How many people in this picture?;['people', 'picture'];1;0;0;1;0,,,,
193663005;What size of sneaker is the boy?;['size of sneaker', 'boy'];1;0;0;1;1,,,,
193663007;What is the approximate age of the battery?;['approximate age', 'battery'];1;0;0;1;0,,,,
19380000;How clean is this room?;['room'];1;0;0;0;0,,,,,
19391006;Is this a contemporary kitchen?;['contemporary kitchen'];1;0;0;0;0,,,,,
194000002;Which man is dressed the most casual?;['man'];1;0;1;0;0,,,,,
194043005;What is the plate made of?;['plate'];1;0;1;0;0,,,,,
194050001;How is the woman controlling her balance and direction?;['woman', 'balance', 'direction'];1;0;0;0;1,,,
194054003;Has the toilet been used?;['toilet'];1;0;0;0;0,,,,,
1942005;Does this tortoiseshell cat think the slipper is another cat?;['tortoiseshell cat', 'slipper'];1;0;0;0;0,,,,
194262002;What time does the clock say?;['time', 'clock'];1;1;1;1;0,,,,
19428008;Is this bathroom handicapped friendly?;['bathroom'];1;0;1;0;0,,,,,
194450019;How many people are in the scene?;['people', 'scene'];1;0;0;1;0,,,,
194581004;How many windows from the right is the flag flying on the yellow building?;['flag flying', 'right', 'yellow building', 'windows'];1;0;0;1;0,,
1947001;Is that coffee in the glass cup?;['coffee', 'glass cup'];1;0;0;0;0,,,,
194738005;How many boys are seen in the picture?;['boys', 'picture'];1;0;0;1;0,,,,
195081000;What is covering the ground?;['ground'];1;0;0;0;0,,,,,
195163001;Is the boy asleep?;['boy asleep'];1;0;0;0;0,,,,,
19534001;How many suitcases are rolling?;['suitcases'];1;0;0;1;0,,,,,
195418002;Is the water cold?;['water cold'];1;0;1;0;0,,,,,
195595011;What are all the numbers in these picture starting left and going to the right?;['numbers', 'picture', 'right'];0;1;0;1;0,,,
195696000;What is the woman in the background doing?;['woman', 'background'];1;1;0;0;0,,,,
195721000;What color is this plane?;['color', 'plane'];1;0;1;0;0,,,,
195791006;Is this person bald?;['person bald'];1;0;0;0;0,,,,,
195837001;How many horses in this photo?;['horses', 'photo'];1;0;0;1;0,,,,
195916014;What does the white and black sign on the building say?;['black sign', 'building'];1;1;1;0;0,,,,
196016005;Is this man reading a cell phone screen?;['man', 'cell phone screen'];1;0;0;0;0,,,,
196049000;Are the houses in the background terraced?;['houses', 'background'];1;0;0;0;0,,,,
196049001;What animal is featured in the foreground?;['animal', 'foreground'];1;0;0;0;0,,,,
196104001;What color cap is the man in the right foreground wearing?;['man', 'color cap', 'right foreground'];1;0;1;0;0,,,
196197009;How many people are walking?;['people'];1;0;0;1;0,,,,,
19642001;Why isn't the grass green?;['grass green'];1;0;1;0;0,,,,,
196639003;Which person is wearing a blue top and bottom?;['person'];1;0;1;0;0,,,,,
196723000;How many kites are in the sky?;['kites', 'sky'];1;0;0;1;0,,,,
196797004;How many people are on the dais?;['people', 'dais'];1;0;0;1;0,,,,
196899000;Are these diners workers who are taking a lunch break?;['diners workers', 'lunch break'];1;0;0;0;0,,,,
197091019;How many floor tiles are there?;['floor tiles'];1;1;0;1;0,,,,,
197118001;What is the horses looking at?;['horses'];1;1;0;0;0,,,,,
197236002;What breed of cat is on the table?;['cat', 'table'];1;0;0;0;0,,,,
197307001;Is this a concrete floor?;['concrete floor'];1;0;0;0;0,,,,,
197351003;How many people are in the crowd?;['people', 'crowd'];1;0;1;1;0,,,,
197525001;How long is the giant pizza?;['giant pizza'];1;0;0;0;0,,,,,
197624005;How many towels are there?;['towels'];1;0;0;1;0,,,,,
197636000;How many cruise ships are there?;['cruise ships'];1;0;0;1;0,,,,,
197806002;Is this man a student?;['man', 'student'];1;0;0;0;0,,,,
197850010;How many legs are in this picture?;['legs', 'picture'];1;0;0;1;0,,,,
198001003;Is it dark?;[];1;0;1;0;0,,,,,
198068001;What number is the ump?;['number', 'ump'];1;1;0;0;0,,,,
198162000;Do the cows appear agitated?;['cows'];1;0;0;0;0,,,,,
198198001;Do you see a stand fan?;['stand fan'];1;0;1;0;0,,,,,
198198007;What materials are on the walls?;['materials', 'walls'];1;0;0;0;0,,,,
198227001;How many dishes are there?;['dishes'];1;0;0;1;0,,,,,
198308002;Is this person wearing a fur coat?;['person', 'fur coat'];1;0;0;0;0,,,,
198558006;What color is the truck?;['color', 'truck'];1;0;1;0;0,,,,
198607009;What type of wood is the furniture made of?;['type of wood', 'furniture'];1;0;1;0;0,,,,
198671006;Is the man talking to the elephant?;['man', 'elephant'];1;0;0;0;0,,,,
198721006;What kind of floor is in the picture?;['kind of floor', 'picture'];1;0;1;0;0,,,,
19901003;Are the giraffes looking at the camera?;['giraffes', 'camera'];1;0;0;0;0,,,,
199142000;What sport is being played?;['sport'];1;0;0;0;0,,,,,
199151002;What are they looking at?;[];1;0;1;0;0,,,,,
199224005;What colors are able to be seen?;['colors'];1;0;1;0;0,,,,,
199234003;What color are they both wearing?;['color'];1;0;1;0;0,,,,,
199318017;How many windows are on the building?;['windows', 'building'];1;0;0;1;0,,,,
199318034;How many towers high is the building in middle?;['towers high', 'building', 'middle'];1;0;0;1;0,,,
199318041;Is the time correct?;['time correct'];1;1;0;1;0,,,,,
19941001;What time does the clock show?;['time', 'clock'];1;1;0;0;0,,,,
199485000;Who many elephant eyes are visible in image?;['elephant eyes', 'image'];1;0;1;1;0,,,,
199499001;Is this animal a mammal?;['animal', 'mammal'];1;0;0;0;0,,,,
199502000;Where is the lamp?;['lamp'];1;0;0;0;0,,,,,
199640002;How many people are wearing helmets?;['people', 'helmets'];1;1;1;0;0,,,,
199678004;Is that a touch screen phone?;['touch screen phone'];1;0;1;0;0,,,,,
199719001;What type of trees are shown?;['type of trees'];1;0;0;0;0,,,,,
199899005;How many tables are there?;['tables'];1;0;0;1;0,,,,,
200068000;What precaution has been taken to prevent falls?;['precaution', 'falls'];1;0;0;0;0,,,,
200103012;Are the practicing for a ski race?;['practicing', 'ski race'];1;0;0;0;0,,,,
200404004;Can you tell from the license plate if the gathering is in the US?;['gathering', 'license plate', 'US'];1;1;0;0;0,,,
200483001;What are they drinking?;[];1;0;0;0;0,,,,,
200528006;What are the black things?;['black things'];1;0;1;0;0,,,,,
200749001;How many school buses are shown?;['school buses'];1;0;0;1;0,,,,,
201249003;What kind of food is this?;['kind of food'];1;0;1;0;0,,,,,
201260014;What bus number is shown?;['bus number'];1;1;0;0;0,,,,,
201261009;What material is the sofa made of?;['material', 'sofa'];1;0;1;0;0,,,,
201271003;What time was it 59 minutes ago?;['time', 'minutes'];1;1;1;1;0,,,,
201501000;Which person is best dressed for safe surfing?;['person', 'safe surfing'];1;0;0;1;0,,,,
201564006;How many plane engines are visible?;['plane engines'];1;0;0;1;0,,,,,
20172002;Is the train coming or going?;['train'];1;0;0;0;0,,,,,
201724003;Why is the man moving the controller?;['man', 'controller'];1;0;0;0;0,,,,
201891011;Who is holding the computer?;['computer'];1;0;0;0;0,,,,,
202086003;What is on the TV?;['TV'];1;0;1;0;0,,,,,
202112000;What pattern is the car on the right?;['pattern', 'car', 'right'];1;0;1;0;0,,,
202373000;What is the color of the giraffe?;['color', 'giraffe'];1;0;1;0;0,,,,
202400001;Who is surfing?;[];1;0;0;0;0,,,,,
2024012;Is there toilet paper?;['toilet paper'];1;0;0;0;0,,,,,
202426003;Is the front shelf a new item or a used item?;['new item', 'used item', 'shelf'];1;0;0;0;0,,,
202500005;How many cows are located in this picture?;['cows', 'picture'];1;0;1;1;0,,,,
203021000;Is it raining outside?;[];1;0;1;0;0,,,,,
203022005;Where is this cat sitting?;['cat'];1;0;0;0;0,,,,,
20311000;What is the woman selling?;['woman'];1;0;0;0;0,,,,,
203124005;Was it taken in a park?;['park'];1;0;0;0;0,,,,,
203188005;What fruit sits atop the cake?;['fruit', 'cake'];1;0;0;0;0,,,,
203252005;What is the main focus of the photo?;['main focus', 'photo'];1;0;1;0;0,,,,
203333003;Is this a freight train?;['freight train'];1;0;0;0;0,,,,,
203349000;What is the name of the objects that make up the formation?;['objects', 'formation'];1;0;0;0;0,,,,
203450006;What are in their hands?;['hands'];1;0;0;0;0,,,,,
203603006;What kind of room is this?;['kind of room'];1;0;0;0;0,,,,,
20362002;Why are there shadows cast?;['shadows'];1;0;1;0;0,,,,,
203765000;Did someone fall off a bike?;['bike'];1;0;0;0;0,,,,,
203858002;What time is it on the clock shown in the picture?;['clock', 'time', 'picture'];1;1;0;0;0,,,
203948008;Where is this woman?;['woman'];1;0;0;0;1,,,,,
204021004;Is it a market?;['market'];1;0;0;0;0,,,,,
204021010;Are there a lot of umbrellas?;['lot of umbrellas'];1;0;0;1;0,,,,,
204244003;Are the animals eating?;['animals'];1;0;0;0;0,,,,,
204424005;What is the name of the purple flowers?;['purple flowers'];1;0;1;0;0,,,,,
204657000;How many of the people in the photo are not wearing shirts?;['photo', 'people', 'shirts'];1;0;0;1;0,,,
20512001;Is the grass green?;['grass green'];1;0;1;0;0,,,,,
205367003;How many people are in the picture?;['people', 'picture'];1;0;0;1;0,,,,
205391000;What is in his hat?;['hat'];1;0;0;0;0,,,,,
205486013;How old are the people in the back?;['people'];1;0;0;0;0,,,,,
2055001;How old do you this guy is?;['guy'];1;0;0;1;0,,,,,
205560003;Are these wires tangled?;['wires'];1;0;0;0;0,,,,,
205560004;Can you count all of the mice?;['mice'];1;0;0;1;0,,,,,
205613000;What color is the photo?;['color', 'photo'];1;0;1;0;0,,,,
20563010;What is this scene made of?;['scene'];1;0;0;0;0,,,,,
205707006;Are they in a stadium?;['stadium'];1;0;0;0;0,,,,,
205791015;Do you see a cat figurine?;['cat figurine'];1;0;1;0;0,,,,,
205934002;Are these flowers tulips or roses?;['flowers tulips', 'roses'];1;0;1;0;0,,,,
205949000;Where is the tree at?;['tree'];1;0;0;0;0,,,,,
206066002;What time does the clock say?;['time', 'clock'];1;1;0;1;0,,,,
"206235003;Does this woman's shoes match her purse?;[""woman's shoes""", 'purse'];1;0;1;0;0,,,,
206548001;Is this a full grown zebra?;['grown zebra'];1;0;0;0;0,,,,,
206653000;Is the woman crazy?;['woman crazy'];1;0;0;0;1,,,,,
206787008;How is the cheese being put on the pizza?;['cheese', 'pizza'];1;0;1;0;0,,,,
206871001;What country is this?;['country'];1;1;1;0;0,,,,,
207013000;Is the man currently riding?;['man'];1;0;0;0;0,,,,,
207048004;What is this man doing?;['man'];1;0;1;0;0,,,,,
207142000;Are the two fruits touching?;['fruits'];1;0;0;0;0,,,,,
207225003;What does the little boy on the left have in his mouth?;['left', 'little boy', 'mouth'];1;0;0;0;0,,,
207231021;What type of light is hanging?;['type of light'];1;0;1;0;0,,,,,
207250001;What is used to hang the ornaments?;['ornaments'];1;0;1;0;0,,,,,
"207360000;Where are the women's hands?;[""women's hands""];1;0;0;0;0",,,,,
207447003;Where is this?;[];1;0;0;0;0,,,,,
207620002;What time is it?;['time'];1;1;0;1;0,,,,,
207782006;What mode of transportation would the lady take from here?;['mode of transportation', 'lady'];1;0;0;0;0,,,,
207805003;Is there a blue line in the middle of the post?;['middle', 'blue line', 'post'];1;0;1;0;0,,,
207995005;How many thumbs are in this picture?;['thumbs', 'picture'];1;0;0;1;0,,,,
208256003;What room is this?;['room'];1;0;0;0;0,,,,,
208310003;What is in the glass?;['glass'];1;0;1;0;0,,,,,
208372001;Who are following the animals?;['animals'];1;0;0;0;0,,,,,
208379001;Are they watching TV?;['TV'];1;0;0;0;0,,,,,
208414000;What number of boards is the bench made from?;['number of boards', 'bench'];1;0;0;1;0,,,,
208479001;What is the person doing?;['person'];1;0;1;0;0,,,,,
208511003;Are there people in the stands?;['people', 'stands'];1;0;0;1;0,,,,
208513001;How many yellow donuts are on the table?;['yellow donuts', 'table'];1;0;1;1;0,,,,
208633006;What kind of fries are these?;['kind of fries'];1;0;0;0;0,,,,,
208752002;With what hand is the guy holding the racket?;['hand', 'guy', 'racket'];1;0;1;1;0,,,
208829005;Is the wave big?;['wave big'];1;0;0;0;1,,,,,
208880005;Where is the knife?;['knife'];1;0;0;0;0,,,,,
208940004;Does this clock tower have a name?;['clock tower'];1;0;0;0;0,,,,,
209106003;How many people are in the closest boat?;['people', 'closest boat'];1;0;0;1;0,,,,
209106008;How many people are on the boat?;['people', 'boat'];1;0;0;1;0,,,,
209133004;What breed of dog is this?;['dog'];1;0;0;0;0,,,,,
209200002;What color shorts is she wearing?;['color shorts'];1;0;1;0;0,,,,,
209279003;Which person is wearing glasses?;['person', 'glasses'];1;0;0;0;0,,,,
209493001;What language is written on the heart?;['language', 'heart'];1;0;1;0;0,,,,
209533030;Is the woman looking up or down?;['woman'];1;0;0;0;0,,,,,
209639001;What numbers is on the poster on the wall?;['poster', 'numbers', 'wall'];1;0;0;1;0,,,
209915001;What color is this person wearing?;['color', 'person'];0;0;1;0;0,,,,
209918002;How many slices are left?;['slices'];1;0;0;1;0,,,,,
209971001;Is the boy in green going to fall?;['boy', 'green'];1;0;0;0;0,,,,
210071011;Does this door look vintage?;['door', 'vintage'];1;0;0;0;0,,,,
210071016;What time is it on the clock?;['time', 'clock'];1;1;0;1;0,,,,
210189002;How many toothbrushes are there?;['toothbrushes'];1;0;0;1;0,,,,,
210205002;What is the animal wearing?;['animal'];1;0;0;0;0,,,,,
210258001;Is the man fishing?;['man fishing'];1;0;1;0;0,,,,,
210431005;Do you see a bike?;['bike'];1;0;0;0;0,,,,,
210434003;How does the giraffe keeper ensure that it does not escape?;['giraffe keeper'];1;0;0;0;0,,,,,
210580021;What are the last four numbers of the license plate number?;['numbers', 'license plate number'];1;1;0;0;0,,,,
210728001;How many people are there?;['people'];1;0;0;1;0,,,,,
210731000;What is the name of the record store, most likely?;['record store'];1;0;1;0;0,,,,
210849009;Is this a busy street?;['busy street'];1;0;0;0;0,,,,,
210861005;How many steps are there?;['steps'];1;0;1;1;0,,,,,
210861015;What is the brand of the truck?;['brand', 'truck'];1;0;1;0;0,,,,
210989000;What is the man holding?;['man'];1;0;0;0;0,,,,,
210989002;Is the man in the water?;['man', 'water'];1;0;0;0;0,,,,
211041006;What color are the handles?;['color', 'handles'];1;0;1;0;0,,,,
211071004;What color shirt is the adult wearing?;['color shirt', 'adult'];1;0;1;0;0,,,,
211255005;Is there a sink in this room?;['sink', 'room'];1;0;0;0;0,,,,
211384004;Where is the train?;['train'];1;0;1;0;0,,,,,
211439007;What does the sign say?;['sign'];1;1;0;0;0,,,,,
211676000;Are there any skiers coming down the mountain?;['skiers', 'mountain'];1;0;1;0;0,,,,
211760002;Is this person excited?;['person excited'];1;0;0;0;0,,,,,
21183007;What are the people pulling?;['people'];1;1;0;0;0,,,,,
211874005;Is the man looking up or down?;['man'];1;0;0;0;0,,,,,
211909002;Does the building need painting?;['building need painting'];1;1;1;0;0,,,,,
211918006;Where was this photo taken?;['photo'];1;0;1;0;0,,,,,
21197014;Is this a healthy meal?;['healthy meal'];1;0;0;0;0,,,,,
212302001;Are there vegetarian options available?;['vegetarian options available'];1;0;0;1;0,,,,,
212311002;How many mugs are on the mantle?;['mugs', 'mantle'];1;0;0;1;0,,,,
212633002;What are the people cooking on?;['people'];1;0;0;0;0,,,,,
212698002;Is this a bench in an elevator?;['bench', 'elevator'];1;0;0;0;0,,,,
212715003;What type of flower is inside the box?;['type of flower', 'box'];1;0;1;0;0,,,,
212934003;What color are the uniforms?;['color', 'uniforms'];1;0;1;0;0,,,,
212998002;Are all the spectators wearing hats?;['spectators', 'hats'];1;0;0;0;0,,,,
21313000;Does the keyboard have non-English keys?;['keyboard', 'non-English keys'];1;0;1;0;0,,,,
213146002;What is the man wearing on his knees?;['man', 'knees'];1;0;0;0;0,,,,
213148001;Is this a grilled cheese?;['grilled cheese'];1;0;0;0;0,,,,,
213355007;Is it a cloudy day?;['cloudy day'];1;0;1;0;0,,,,,
213448003;What color is the train?;['color', 'train'];1;0;1;0;0,,,,
213477000;Has the boy hit the ball?;['boy', 'ball'];1;0;0;0;0,,,,
213936005;What time does the clock say?;['time', 'clock'];1;1;0;0;0,,,,
214018002;Does the animal look like this is painful?;['animal look'];1;1;1;0;0,,,,,
21417011;Are the cows eating?;['cows'];1;0;0;0;0,,,,,
214273004;Why is the toilet outside?;['toilet'];1;0;1;0;0,,,,,
214450006;Is that gray truck a Chevy or a Dodge?;['gray truck', 'Chevy', 'Dodge'];1;1;1;0;0,,,
214725002;Are the windows open?;['windows open'];1;0;0;0;0,,,,,
214729002;Are there any street signs on the sidewalk?;['street signs', 'sidewalk'];1;0;0;0;0,,,,
214792004;What number is this plane?;['number', 'plane'];1;1;0;1;0,,,,
214845002;How many animals are grazing?;['animals'];1;0;0;1;0,,,,,
214848002;What color theme is this room?;['color theme', 'room'];1;0;1;0;0,,,,
21497003;Is this an American-style pizza?;['American-style pizza'];1;0;0;0;0,,,,,
215081000;Is there enough wine in the bottle the woman is pouring from to fill another glass?;['wine', 'bottle', 'woman', 'glass'];1;0;0;0;0,,
215135022;What is on the wall?;['wall'];1;0;0;0;0,,,,,
215135028;Is there anything on the stove?;['stove'];1;0;1;0;0,,,,,
215222001;What color is the sweater?;['color', 'sweater'];1;0;1;0;0,,,,
215391003;What number is on the tail?;['number', 'tail'];1;1;0;1;0,,,,
215782012;What are they riding on?;[];1;0;1;0;0,,,,,
216110001;Is it noisy where this picture was taken?;['picture'];1;0;1;0;0,,,,,
216468000;What is the person doing?;['person'];1;0;0;0;0,,,,,
216802001;What sport is this?;['sport'];1;0;0;0;0,,,,,
216928000;Is it a cold windy day?;['cold windy day'];1;0;0;0;0,,,,,
216980001;What is the blue item above the lady's waist?;['blue item'," ""lady's waist""];1;0;1;0;0",,,,
217186004;What color are they wearing?;['color'];1;0;1;0;0,,,,,
217197003;What numbers are on the sign?;['numbers', 'sign'];1;0;0;1;0,,,,
217224012;What brand is the laptop?;['brand', 'laptop'];1;1;0;0;0,,,,
217276002;What are the boys doing?;['boys'];1;0;0;0;0,,,,,
217379001;What time of day is it?;['time of day'];1;0;1;0;0,,,,,
217531007;Are the players tired?;['players tired'];1;1;1;1;0,,,,,
217591002;What color are the boy's shoes?;['color'," ""boy's shoes""];1;0;1;0;0",,,,
217592011;Is it daytime or nighttime in the image?;['nighttime', 'image'];1;0;1;0;0,,,,
