qid,adult,categories,descriptions,tags
VizWiz_train_000000006173.jpg,False,others_,None,'table'  'sitting'  'food'  'small'  'cellphone'  'orange'  'black'  'laying'  'phone'  'green'  'fruit'  'cake'  'oranges'
VizWiz_train_000000006174.jpg,False,abstract_,a close up of a black bag,'indoor'  'table'  'sitting'  'small'  'pink'  'cellphone'  'phone'  'black'  'filled'  'red'  'holding'  'suitcase'  'plate'  'white'  'bag'  'food'  'laying'  'luggage'
VizWiz_train_000000006175.jpg,False,others_,a blurry image of a person,'man'  'blurry'  'woman'  'holding'  'cat'
VizWiz_train_000000006176.jpg,False,text_sign,a person posing for the camera,'person'  'man'  'sitting'  'holding'  'table'  'computer'  'yellow'  'phone'  'remote'  'playing'
VizWiz_train_000000006177.jpg,False,others_,a close up of a sign,'photo'  'sign'  'room'  'white'  'refrigerator'
VizWiz_train_000000006178.jpg,False,text_,a desk with a computer keyboard sitting on top of a wooden table,'indoor'  'sitting'  'keyboard'  'electronics'  'table'  'computer'  'desk'  'wooden'  'mouse'  'white'  'book'  'small'  'laptop'  'black'
VizWiz_train_000000006179.jpg,False,abstract_nonphoto,a close up of a banana,'banana'  'fruit'  'indoor'  'sitting'  'small'  'half'  'orange'  'brown'  'hanging'  'table'  'laying'  'white'  'yellow'  'holding'
VizWiz_train_000000006180.jpg,False,plant_leaves,a person sitting on a bed,'indoor'  'person'  'table'  'sitting'  'food'  'room'  'standing'  'young'  'boy'  'bed'  'man'  'little'  'computer'  'desk'  'laptop'  'eating'  'kitchen'  'holding'  'woman'  'playing'  'living'  'white'  'people'  'cat'  'laying'  'shirt'  'phone'  'pizza'
VizWiz_train_000000006181.jpg,False,others_,a black sign with white text,'photo'  'white'  'black'  'sitting'  'meter'  'side'  'sign'  'old'  'phone'  'refrigerator'  'parking'  'parked'
VizWiz_train_000000006183.jpg,False,dark_light,a close up of a light,'black'  'sitting'  'dark'  'table'  'light'  'white'
VizWiz_train_000000006184.jpg,False,others_,a close up of a sign,'indoor'  'photo'  'sitting'  'banana'  'food'  'table'  'different'  'sign'  'cat'  'laying'  'remote'
VizWiz_train_000000006185.jpg,False,abstract_,a flat screen tv sitting on top of a television,'monitor'  'electronics'  'indoor'  'sitting'  'television'  'screen'  'computer'  'table'  'black'  'set'  'front'  'small'  'desk'  'flat'  'old'  'cat'  'large'  'white'  'standing'  'stuffed'  'room'  'playing'  'video'  'player'
VizWiz_train_000000006186.jpg,False,abstract_,a book on a bed,'indoor'  'bed'  'table'  'sitting'  'book'  'wooden'  'small'  'board'  'cat'  'laying'  'old'  'train'  'track'  'room'
VizWiz_train_000000006187.jpg,False,others_,a green bottle and a glass of beer on a table,'green'  'bottle'  'table'  'sitting'  'indoor'  'beverage'  'food'  'beer'  'glass'  'computer'  'counter'  'wine'  'plastic'  'water'  'pizza'  'sandwich'  'kitchen'
VizWiz_train_000000006188.jpg,False,others_,None,'person'  'indoor'  'small'  'sitting'  'food'  'holding'  'man'  'laptop'  'young'  'table'  'computer'  'black'  'woman'  'plate'  'stuffed'
VizWiz_train_000000006189.jpg,False,abstract_,a close up of a computer,'indoor'  'sitting'  'computer'  'desk'  'monitor'  'black'  'white'  'table'  'remote'  'light'  'keyboard'  'laptop'  'control'  'mirror'  'mouse'  'man'  'clock'  'phone'  'red'  'standing'  'playing'  'sink'  'player'  'game'
VizWiz_train_000000006192.jpg,False,others_,None,'meter'
VizWiz_train_000000006196.jpg,False,others_,a close up of a bottle on the counter,'indoor'  'bottle'  'kitchen'  'table'  'food'  'sitting'  'yellow'  'counter'  'refrigerator'  'wooden'  'mirror'  'black'  'colorful'  'green'  'sink'  'standing'  'holding'  'pizza'
VizWiz_train_000000006198.jpg,False,others_,a close up of a bottle,'indoor'  'bottle'  'table'  'sitting'  'cup'  'food'  'toothbrush'  'blue'  'laying'  'computer'  'plate'  'coffee'  'white'
VizWiz_train_000000006199.jpg,False,abstract_,a close up of a calculator,'calculator'  'monitor'  'indoor'  'clock'  'white'  'microwave'  'close'  'oven'  'different'  'counter'  'black'  'computer'
VizWiz_train_000000006200.jpg,False,abstract_,None,'looking'  'standing'  'large'  'white'  'cat'
VizWiz_train_000000006203.jpg,False,others_,a close up of a person,'man'  'sitting'  'blue'  'table'  'food'  'wearing'  'white'  'laptop'  'computer'  'room'  'standing'  'laying'  'cat'  'plate'
VizWiz_train_000000006206.jpg,False,abstract_,a close up of a tattoo,'person'  'indoor'  'sitting'  'red'  'tattoo'  'small'  'orange'  'monitor'  'black'  'phone'  'cellphone'  'close'  'screen'  'little'  'holding'  'table'  'laying'  'bed'  'white'
VizWiz_train_000000006207.jpg,False,others_,None,'indoor'  'sitting'  'table'  'black'  'small'  'white'  'cat'  'laying'  'holding'  'food'  'man'  'player'  'phone'  'standing'
VizWiz_train_000000006209.jpg,False,abstract_,a blue and white shirt,'indoor'  'man'  'white'  'sitting'  'shirt'  'wearing'  'table'  'black'  'blanket'  'bed'  'night'  'neck'  'laying'  'standing'  'room'  'blue'  'cat'
VizWiz_train_000000006210.jpg,False,abstract_,a red and white hat,'red'  'indoor'  'wearing'  'sitting'  'man'  'table'  'white'  'plate'  'hat'  'shirt'  'food'  'phone'  'seat'
VizWiz_train_000000006211.jpg,False,None,a brown and black dog sitting on the floor,'dog'  'black'  'floor'  'indoor'  'sitting'  'brown'  'looking'  'mammal'  'cabinet'  'front'  'standing'  'desk'  'rug'  'small'  'kitchen'  'office'  'wearing'  'large'  'computer'  'laying'  'room'  'white'
VizWiz_train_000000006212.jpg,False,abstract_,None,'indoor'  'table'  'sitting'  'desk'  'computer'  'laptop'  'man'  'holding'  'food'  'pizza'
VizWiz_train_000000006213.jpg,False,None,a bottle of wine sitting on top of a wooden table,'bottle'  'indoor'  'table'  'sitting'  'wine'  'food'  'beer'  'wooden'  'glass'  'computer'  'fruit'  'plate'  'green'  'kitchen'  'pizza'  'white'  'water'  'laying'
VizWiz_train_000000006214.jpg,False,others_,a close up of food,'indoor'  'food'  'sitting'  'table'  'holding'  'man'
VizWiz_train_000000006215.jpg,False,abstract_,a stuffed animal on a table,'indoor'  'table'  'sitting'  'small'  'dog'  'food'  'brown'  'stuffed'  'holding'  'covered'  'white'  'bear'  'plate'  'cat'
VizWiz_train_000000006216.jpg,False,sky_cloud,a traffic light sitting on the side of a road,'outdoor'  'road'  'street'  'clouds'  'cloudy'  'light'  'traffic'  'grass'  'stop'  'empty'  'highway'  'sitting'  'sign'  'red'  'day'  'intersection'  'dark'  'sun'  'side'  'white'  'standing'  'tree'  'sunset'  'parked'  'fire'  'track'  'man'  'hydrant'
VizWiz_train_000000006217.jpg,False,abstract_,a desk with a computer mouse on a table,'indoor'  'table'  'desk'  'sitting'  'computer'  'keyboard'  'water'  'orange'  'laptop'  'yellow'  'mouse'  'clock'  'phone'  'room'  'standing'
VizWiz_train_000000006218.jpg,False,building_doorwindows,a painting on the wall,'clothing'  'indoor'  'fabric'  'room'  'black'  'painting'  'many'  'large'  'man'  'living'  'white'  'old'  'table'  'green'  'painted'  'blue'  'bed'  'refrigerator'  'kitchen'
VizWiz_train_000000006221.jpg,False,text_menu,a close up of text on a white background,'text'
VizWiz_train_000000006223.jpg,False,others_,a close up of a glass,'indoor'  'sitting'  'table'  'hand'  'glass'  'pair'  'close'  'black'  'clock'  'food'  'counter'  'holding'  'display'  'wine'  'white'  'cut'  'phone'  'red'  'clear'  'sign'
VizWiz_train_000000006224.jpg,False,others_,a close up of a bottle,'bottle'  'indoor'  'sitting'  'open'  'wine'  'book'  'table'  'laying'  'food'  'lotion'  'small'  'black'  'empty'  'close'  'banana'  'holding'  'phone'  'cat'  'bed'
VizWiz_train_000000006225.jpg,False,others_,None,'indoor'  'table'  'sitting'  'pair'  'black'  'standing'  'holding'  'man'  'laying'  'white'  'gold'  'room'  'vase'  'cat'  'blue'
VizWiz_train_000000006226.jpg,False,others_,a hand holding a baby,'person'  'holding'  'indoor'  'hand'  'small'  'table'  'food'  'front'  'black'  'baby'  'sitting'  'close'  'screen'  'man'  'phone'  'orange'  'television'  'kitchen'  'remote'
VizWiz_train_000000006227.jpg,False,abstract_,a cat that is looking at the camera,'cat'  'indoor'  'standing'  'sitting'  'looking'  'brown'  'black'  'white'  'grey'  'head'  'laying'  'room'  'kitchen'
VizWiz_train_000000006230.jpg,False,None,a can of food,'food'  'table'  'can'  'hot'  'fries'  'sitting'  'dog'  'restaurant'  'plate'  'sandwich'  'eating'  'hotdog'
VizWiz_train_000000006231.jpg,False,others_,None,'table'  'phone'
VizWiz_train_000000006232.jpg,False,others_,a close up of a remote control,'remote'  'electronics'  'black'  'sitting'  'control'  'lying'  'laying'  'cellphone'  'table'  'different'  'surface'  'light'  'large'  'television'  'ball'  'game'  'white'
VizWiz_train_000000006233.jpg,False,others_,a blurry image of a person,'mirror'  'man'  'reflection'  'blurry'  'train'  'doing'
VizWiz_train_000000006236.jpg,False,others_,a bottle of beer on a table,'indoor'  'table'  'bottle'  'sitting'  'orange'  'kitchen'  'counter'  'desk'  'phone'  'computer'  'room'  'glass'  'food'  'yellow'  'white'
VizWiz_train_000000006237.jpg,False,others_,a person lying on a blanket,'clothing'  'person'  'bed'  'blanket'  'laying'  'wearing'  'bag'  'sitting'  'sweater'  'little'  'lying'  'girl'  'pink'  'woman'  'sleeping'  'holding'  'white'  'man'  'black'  'purple'  'suitcase'  'suit'  'head'  'young'  'shirt'  'luggage'  'blue'  'cat'
VizWiz_train_000000006238.jpg,False,drink_,None,'game'  'food'  'laying'
VizWiz_train_000000006239.jpg,False,abstract_,an open laptop computer sitting on top of a keyboard,'indoor'  'object'  'thing'  'computer'  'keyboard'  'sitting'  'laptop'  'open'  'mouse'  'table'  'laying'  'white'  'bed'
VizWiz_train_000000006241.jpg,False,abstract_,a bird flying in the sky,'flying'  'sitting'  'computer'  'laptop'  'white'  'large'  'monitor'  'air'  'bird'  'phone'  'room'
VizWiz_train_000000006242.jpg,False,None,a close up of food,'indoor'  'sitting'  'food'  'table'  'covered'  'filled'  'white'  'laying'  'bed'
VizWiz_train_000000006245.jpg,False,others_,a close up of a hand holding a remote control,'electronics'  'person'  'remote'  'holding'  'keyboard'  'hand'  'black'  'cellphone'  'control'  'man'  'monitor'  'close'  'front'  'sitting'  'game'  'computer'  'television'  'video'  'playing'  'laying'
VizWiz_train_000000006246.jpg,False,outdoor_,a fire hydrant on the side of a road,'outdoor'  'road'  'street'  'grass'  'sidewalk'  'side'  'sitting'  'hydrant'  'man'  'fire'  'stop'  'parked'  'path'  'bench'  'board'  'sign'  'walking'  'riding'  'city'  'brick'  'boy'  'standing'  'motorcycle'  'young'  'air'  'green'  'red'  'park'  'white'  'laying'  'parking'  'jumping'  'traffic'  'trick'  'ramp'  'doing'  'bus'
VizWiz_train_000000006248.jpg,False,others_,a close up of a plate,'indoor'  'sitting'  'table'  'plate'  'small'  'food'  'black'  'coffee'  'laying'  'cat'  'holding'  'pizza'  'white'
VizWiz_train_000000006250.jpg,False,others_,None,'indoor'  'sitting'  'table'  'computer'  'desk'  'laptop'  'keyboard'  'holding'  'standing'  'food'  'room'  'man'
VizWiz_train_000000006251.jpg,False,others_,a book sitting on top of a bed,'indoor'  'table'  'sitting'  'book'  'bed'  'wooden'  'room'  'living'  'red'  'food'  'white'  'laying'  'phone'
VizWiz_train_000000006252.jpg,False,abstract_nonphoto,a group of items on a tabletop,'indoor'  'book'  'items'  'table'  'toy'  'covered'  'sitting'  'small'  'filled'  'colorful'  'many'  'bag'  'different'  'little'  'computer'  'laying'  'suitcase'  'bed'  'group'  'room'  'playing'
VizWiz_train_000000006253.jpg,False,plant_leaves,a green sign with white text,'green'  'sitting'  'black'  'table'  'laying'  'computer'  'cat'  'man'  'sign'  'white'  'board'  'phone'
VizWiz_train_000000006254.jpg,False,plant_tree,a tree in a forest,'outdoor'  'grass'  'plant'  'tree'  'forest'  'bushes'  'path'  'standing'  'elephant'  'area'  'dirt'  'sitting'  'trail'  'palm'  'green'  'field'  'large'  'park'  'bench'  'riding'  'grassy'  'man'  'garden'  'giraffe'  'street'  'walking'  'grazing'  'zebra'  'group'  'tall'  'water'  'river'  'parked'  'red'  'herd'  'people'
VizWiz_train_000000006255.jpg,False,others_,an empty bottle on a table,'indoor'  'bottle'  'sitting'  'table'  'filled'  'small'  'open'  'food'  'black'  'empty'  'counter'  'white'  'kitchen'
VizWiz_train_000000006257.jpg,False,others_,a hand holding a can,'person'  'indoor'  'cup'  'holding'  'hand'  'small'  'table'  'food'  'sitting'  'little'  'close'  'blender'  'can'  'baby'  'man'  'coffee'  'phone'
VizWiz_train_000000006258.jpg,False,drink_,a close up of a bottle on a table,'indoor'  'table'  'sitting'  'cup'  'desk'  'computer'  'food'  'kitchen'  'counter'  'keyboard'  'glass'  'black'  'wooden'  'bottle'  'white'  'standing'  'coffee'
VizWiz_train_000000006260.jpg,False,others_,a black video game controller,'indoor'  'sitting'  'remote'  'black'  'game'  'table'  'television'  'control'  'holding'  'knife'  'video'  'large'  'group'  'playing'  'room'  'man'  'bag'  'white'  'cat'
VizWiz_train_000000006261.jpg,False,others_,a close up of a bottle,'bottle'  'beverage'  'sitting'  'table'  'food'  'glass'  'counter'  'painted'
VizWiz_train_000000006262.jpg,False,others_,a plastic water bottle on the counter,'indoor'  'sitting'  'bottle'  'container'  'table'  'food'  'cup'  'tray'  'small'  'filled'  'plastic'  'kitchen'  'counter'  'water'  'computer'  'bowl'  'desk'  'phone'  'laying'  'keyboard'  'banana'  'plate'  'pizza'  'fruit'  'mouse'
VizWiz_train_000000006265.jpg,False,others_,a black video game controller on a table,'indoor'  'table'  'sitting'  'desk'  'computer'  'small'  'game'  'remote'  'video'  'keyboard'  'wooden'  'playing'  'man'  'laptop'  'room'  'phone'  'black'  'holding'  'white'  'wii'  'mouse'  'bed'
VizWiz_train_000000006266.jpg,False,others_,a close up of a bottle,'bottle'  'indoor'  'sitting'  'table'  'black'  'food'  'close'  'green'  'wine'  'computer'  'red'  'white'
VizWiz_train_000000006267.jpg,False,abstract_,a brown and white dog lying on a rug,'dog'  'indoor'  'sitting'  'rug'  'laying'  'brown'  'lying'  'living'  'room'  'white'  'small'  'black'  'large'  'blanket'  'red'  'table'  'sleeping'  'bed'  'cat'
VizWiz_train_000000006270.jpg,False,drink_can,a cup of coffee,'person'  'cup'  'indoor'  'beverage'  'food'  'table'  'coffee'  'sitting'  'red'  'glass'  'computer'  'man'  'phone'  'sandwich'  'eating'  'woman'
VizWiz_train_000000006271.jpg,False,others_,a close up of a black bag,'black'  'bag'  'laying'  'white'  'shirt'  'hat'  'standing'
VizWiz_train_000000006273.jpg,False,others_,a blue and white plate,'blue'  'table'  'sitting'  'plate'  'black'  'meter'  'clock'  'white'
VizWiz_train_000000006274.jpg,False,others_,a hand holding a cellphone,'person'  'indoor'  'holding'  'cellphone'  'phone'  'hand'  'monitor'  'small'  'sitting'  'table'  'black'  'old'  'held'  'front'  'screen'  'man'  'someone'  'palm'  'video'  'playing'
VizWiz_train_000000006276.jpg,False,abstract_,a dark room,'dark'  'laptop'  'sitting'  'light'  'computer'  'monitor'  'front'  'lit'  'screen'  'black'  'room'  'television'  'white'  'flying'  'cat'  'street'  'man'  'night'  'standing'  'bed'  'air'
VizWiz_train_000000006277.jpg,False,drink_,a cup of coffee on a table,'indoor'  'table'  'cup'  'sitting'  'computer'  'food'  'coffee'  'laptop'  'desk'  'small'  'keyboard'  'counter'  'glass'  'laying'  'donut'  'red'  'white'  'kitchen'  'plate'  'bear'
VizWiz_train_000000006278.jpg,False,abstract_,a close up of a white wall,'white'  'bird'
VizWiz_train_000000006279.jpg,False,abstract_texture,a close up of a flower,'white'  'photo'  'flower'  'woman'  'plate'  'sitting'  'table'  'large'  'cake'  'holding'  'blue'  'black'  'cat'  'bear'  'man'  'dog'  'sleeping'  'laying'  'drawn'  'stuffed'  'bed'  'vase'
VizWiz_train_000000006280.jpg,False,plant_leaves,a person sleeping on a blanket,'person'  'clothing'  'indoor'  'shirt'  'bed'  'sitting'  'white'  'man'  'wearing'  'black'  'holding'  'young'  'green'  'blanket'  'little'  'head'  'red'  'laying'  'woman'  'girl'  'sleeping'  'remote'  'phone'  'standing'
VizWiz_train_000000006281.jpg,False,abstract_,a close up of a suitcase,'indoor'  'sitting'  'small'  'table'  'black'  'suitcase'  'phone'  'white'  'luggage'
VizWiz_train_000000006282.jpg,False,others_,a speaker next to a remote control,'indoor'  'sitting'  'remote'  'black'  'table'  'speaker'  'row'  'wooden'  'lined'  'cellphone'  'different'  'computer'  'control'  'white'  'laying'  'clock'  'kitchen'
VizWiz_train_000000006283.jpg,False,indoor_churchwindow,a remote control sitting on top of a table,'indoor'  'sitting'  'table'  'remote'  'black'  'computer'  'different'  'surface'  'cellphone'  'control'  'keyboard'
VizWiz_train_000000006284.jpg,False,others_,a close up of a screen,'sitting'  'different'  'black'  'side'  'monitor'  'close'  'screen'  'display'  'several'  'holding'  'man'  'group'  'white'
VizWiz_train_000000006285.jpg,False,others_,a red and white hat,'red'  'building'  'outdoor'  'sitting'  'stop'  'front'  'sign'  'street'  'wearing'  'white'  'brick'  'standing'  'table'  'covered'  'holding'  'hat'  'graffiti'  'fire'  'snow'
VizWiz_train_000000006287.jpg,False,abstract_shape,None,'indoor'  'white'  'sitting'  'small'  'microwave'  'table'  'sink'  'tiled'  'oven'  'kitchen'  'dirty'  'plate'
VizWiz_train_000000006288.jpg,False,others_,a hand holding a toothbrush,'person'  'indoor'  'holding'  'hand'  'food'  'toothbrush'  'small'  'little'  'using'  'woman'  'front'  'young'  'close'  'teeth'  'man'  'brush'  'boy'  'pair'  'phone'  'mirror'  'brushing'  'kitchen'  'standing'
VizWiz_train_000000006290.jpg,False,abstract_,None,'indoor'  'sitting'  'table'  'kitchen'  'living'  'room'  'small'  'television'  'white'  'computer'  'laying'  'man'
VizWiz_train_000000006291.jpg,False,abstract_,a pair of legs wearing red blanket,'indoor'  'sitting'  'laying'  'bed'  'pair'  'blanket'  'wearing'  'small'  'table'  'striped'  'white'  'red'  'lying'  'man'  'black'  'hair'  'neck'  'bag'  'plate'
VizWiz_train_000000006293.jpg,False,abstract_,a close up of text on a white surface,'text'
VizWiz_train_000000006294.jpg,False,drink_can,a can of soda,'beverage'  'food'  'sign'  'stop'  'sitting'  'table'  'can'  'covered'
VizWiz_train_000000006297.jpg,False,others_,a book sitting on top of a counter,'indoor'  'sitting'  'table'  'book'  'food'  'black'  'filled'  'counter'  'fruit'  'white'
VizWiz_train_000000006298.jpg,False,abstract_,a screen shot of a tattoo,'indoor'  'person'  'screen'  'abstract'  'small'  'red'  'tattoo'  'white'  'towel'  'bed'  'man'  'standing'
VizWiz_train_000000006299.jpg,False,abstract_,a close up of a bottle,'indoor'  'bottle'  'thing'  'sitting'  'table'  'lotion'  'open'  'black'  'food'  'white'  'computer'
VizWiz_train_000000006300.jpg,False,drink_,None,'sitting'  'thing'  'table'  'lotion'  'black'  'laying'  'counter'  'white'  'pizza'
VizWiz_train_000000006304.jpg,False,abstract_,a close up of a person,'person'  'close'  'monitor'  'man'  'blue'  'woman'  'holding'  'white'
VizWiz_train_000000006305.jpg,False,others_,a red white and blue shoes,'indoor'  'table'  'sitting'  'red'  'small'  'food'  'shoes'  'wearing'  'pair'  'pink'  'white'  'phone'  'wooden'  'bag'  'standing'  'blue'  'laying'
VizWiz_train_000000006306.jpg,False,abstract_,a screen shot of a book,'book'  'sitting'  'screen'  'laptop'  'table'  'computer'  'cat'
VizWiz_train_000000006307.jpg,False,dark_,a screen shot of a computer,'indoor'  'monitor'  'screen'  'laptop'  'sitting'  'table'  'computer'  'front'  'open'  'large'  'light'  'standing'  'desk'  'black'  'room'  'man'  'display'  'television'  'phone'  'holding'  'water'  'night'  'white'  'air'  'video'  'player'
VizWiz_train_000000006309.jpg,False,others_,a close up of food,'indoor'  'food'  'sitting'  'table'  'coffee'
VizWiz_train_000000006310.jpg,False,people_hand,a close up of a hand holding a bottle,'food'  'holding'  'hand'  'red'  'sitting'  'close'  'man'  'table'  'bottle'  'white'  'blurry'
VizWiz_train_000000006311.jpg,False,abstract_,a close up of a red door,'indoor'  'red'  'sitting'  'white'  'man'  'black'  'table'  'door'  'woman'  'standing'  'holding'  'food'  'room'  'refrigerator'  'phone'  'kitchen'  'laying'  'cat'  'playing'
VizWiz_train_000000006313.jpg,False,None,a close up of a bottle,'bottle'  'indoor'  'table'  'sitting'  'food'  'wine'  'banana'  'glass'  'sandwich'  'coffee'  'plate'
VizWiz_train_000000006314.jpg,False,dark_light,a hand holding a cellphone,'person'  'holding'  'hand'  'phone'  'cellphone'  'monitor'  'indoor'  'small'  'black'  'palm'  'held'  'someone'  'screen'  'man'  'front'  'close'  'lit'
VizWiz_train_000000006315.jpg,False,abstract_,a view of the shower,'indoor'  'mirror'  'photo'  'white'  'small'  'sitting'  'light'  'view'  'table'  'shower'  'room'  'sink'  'large'  'clock'  'refrigerator'  'standing'
VizWiz_train_000000006316.jpg,False,abstract_,a blurry image of a person,'sitting'  'black'  'white'  'table'  'laying'  'dog'  'laptop'  'bed'  'cat'  'blue'  'man'  'standing'  'blurry'
VizWiz_train_000000006317.jpg,False,others_,a desk with a monitor keyboard and mouse,'computer'  'indoor'  'desk'  'electronics'  'keyboard'  'table'  'laptop'  'monitor'  'sitting'  'mouse'  'desktop'  'black'  'office'  'wooden'  'playing'  'man'  'player'
VizWiz_train_000000006318.jpg,False,abstract_,a close up of a book,'indoor'  'book'  'sitting'  'monitor'  'black'  'close'  'box'  'open'  'table'  'computer'  'game'  'clock'  'holding'  'white'  'laying'  'phone'
VizWiz_train_000000006319.jpg,False,abstract_,a white refrigerator freezer sitting in a room,'indoor'  'small'  'sitting'  'refrigerator'  'room'  'open'  'white'  'desk'  'table'  'computer'  'bed'  'sink'  'kitchen'
VizWiz_train_000000006321.jpg,False,abstract_,None,'indoor'  'cat'  'white'  'large'  'man'  'laying'  'bed'  'holding'  'woman'  'standing'  'playing'  'room'
VizWiz_train_000000006322.jpg,False,others_,screen of a cell phone,'monitor'  'indoor'  'microwave'  'cellphone'  'sitting'  'phone'  'table'  'counter'  'small'  'old'  'device'  'surface'  'clock'  'oven'  'screen'  'silver'  'display'  'laying'  'kitchen'  'white'
VizWiz_train_000000006324.jpg,False,drink_,a bottle of beer next to a cup of coffee on a table,'table'  'cup'  'indoor'  'bottle'  'coffee'  'sitting'  'drink'  'food'  'computer'  'beer'  'glass'  'front'  'keyboard'  'drinking'  'plate'  'desk'  'sandwich'  'laptop'  'kitchen'  'black'  'banana'  'wine'  'dog'  'hot'  'white'
VizWiz_train_000000006326.jpg,False,abstract_,a close up of a sign,'car'  'oven'  'photo'  'sitting'  'pizza'  'cake'  'door'  'sign'  'cooking'  'food'  'white'  'laying'  'bus'  'stove'  'train'  'pan'  'bed'
VizWiz_train_000000006327.jpg,False,abstract_,a person sitting at a table with a birthday cake,'indoor'  'table'  'person'  'sitting'  'cake'  'red'  'food'  'small'  'front'  'little'  'looking'  'holding'  'boy'  'young'  'man'  'plate'  'woman'  'white'  'girl'  'birthday'  'room'  'cat'  'standing'
VizWiz_train_000000006329.jpg,False,abstract_,None,'indoor'  'sitting'  'piece'  'laying'  'leather'  'book'  'striped'  'table'  'blanket'  'rug'  'lying'  'green'  'yellow'  'cat'  'train'  'phone'  'red'  'blue'  'remote'  'white'  'group'
VizWiz_train_000000006330.jpg,False,others_,a close up of a person holding a cup,'person'  'cup'  'orange'  'cat'  'food'  'table'  'hot'  'sitting'  'dog'  'wearing'  'shoes'  'feet'  'holding'  'man'  'black'  'pair'  'hotdog'  'close'  'eating'  'red'  'grey'  'standing'  'yellow'  'laying'
VizWiz_train_000000006333.jpg,False,outdoor_,a car parked in front of a cloudy sky,'outdoor'  'cloudy'  'car'  'plane'  'parked'  'clouds'  'light'  'sitting'  'street'  'airplane'  'black'  'large'  'traffic'  'truck'  'air'  'white'  'runway'  'jet'  'red'  'standing'  'riding'  'man'  'people'
VizWiz_train_000000006334.jpg,False,abstract_,None,'indoor'  'sitting'  'table'  'front'  'black'  'computer'  'laptop'  'food'  'desk'  'cat'  'holding'  'white'  'phone'  'red'  'laying'  'man'
VizWiz_train_000000006335.jpg,False,abstract_texture,a close up of an umbrella,'umbrella'  'open'  'decorated'  'large'  'clock'  'table'  'city'  'holding'  'white'  'people'  'street'  'man'
VizWiz_train_000000006336.jpg,False,others_,a close up of a sign,'bottle'  'sitting'  'food'  'sign'  'black'  'red'  'close'  'banana'  'plate'  'white'
VizWiz_train_000000006337.jpg,False,others_,a close up of a watch,'thing'  'indoor'  'watch'  'object'  'sitting'  'table'  'black'  'orange'  'clock'  'hand'  'phone'  'close'  'wooden'  'laying'  'cat'  'man'  'white'  'standing'
VizWiz_train_000000006339.jpg,False,others_,a bottle of water on a table,'indoor'  'table'  'sitting'  'bottle'  'coffee'  'cup'  'computer'  'laptop'  'desk'  'small'  'keyboard'  'cat'  'counter'  'glass'  'kitchen'  'water'  'blue'  'room'  'food'  'white'  'mouse'  'standing'  'phone'
VizWiz_train_000000006340.jpg,False,others_,a close up of a sign,'sitting'  'side'  'street'  'sign'  'white'  'table'  'city'  'brick'  'parked'  'man'
VizWiz_train_000000006342.jpg,True,abstract_,a close up of a person,'indoor'  'sitting'  'cat'  'white'  'close'  'room'  'man'  'table'  'laying'  'bed'  'standing'  'head'  'young'  'pizza'  'living'  'sleeping'  'zebra'
VizWiz_train_000000006343.jpg,False,abstract_,a person in a dark room,'indoor'  'person'  'man'  'white'  'dark'  'shirt'  'black'  'holding'  'young'  'light'  'bed'  'woman'  'wearing'  'large'  'room'  'standing'  'night'  'laying'  'blue'
VizWiz_train_000000006344.jpg,False,others_,a black dog sitting on a bed,'dog'  'indoor'  'black'  'sitting'  'small'  'front'  'table'  'standing'  'desk'  'laying'  'wearing'  'room'  'bed'  'brown'  'playing'  'cat'  'mouth'  'white'  'large'  'red'  'computer'  'blue'
VizWiz_train_000000006347.jpg,False,others_,a person sitting on a table,'indoor'  'person'  'table'  'sitting'  'food'  'black'  'front'  'book'  'woman'  'standing'  'wooden'  'desk'  'baby'  'computer'  'phone'  'cat'  'holding'  'laying'  'man'  'kitchen'
VizWiz_train_000000006348.jpg,False,others_,a red white and blue,'indoor'  'small'  'sitting'  'red'  'blue'  'table'  'white'  'black'  'holding'  'clock'  'display'
VizWiz_train_000000006349.jpg,False,abstract_rect,a close up of a sign,'sign'  'sitting'  'white'  'table'  'black'  'holding'  'computer'
VizWiz_train_000000006351.jpg,False,abstract_,a hand holding a bottle,'indoor'  'person'  'table'  'bottle'  'sitting'  'food'  'toothbrush'  'holding'  'little'  'small'  'hand'  'wine'  'cutting'  'wooden'  'young'  'brush'  'glass'  'man'  'cake'  'dog'  'eating'  'sandwich'  'pizza'  'board'
VizWiz_train_000000006352.jpg,False,drink_,a cup of coffee,'cup'  'coffee'  'sitting'  'thing'  'table'  'bottle'  'doughnut'  'donut'  'small'  'lotion'  'counter'  'white'  'laying'
VizWiz_train_000000006353.jpg,False,abstract_,a cat sitting on top of a wooden cabinet,'cat'  'indoor'  'dog'  'cabinet'  'looking'  'sitting'  'front'  'standing'  'brown'  'wooden'  'white'  'small'  'kitchen'  'sleeping'  'bench'  'laying'  'oven'  'playing'  'man'
VizWiz_train_000000006354.jpg,False,others_,a close up of a green plate,'green'  'indoor'  'table'  'food'  'sitting'  'fork'  'small'  'close'  'plate'  'phone'  'cake'  'sign'  'white'  'pizza'
VizWiz_train_000000006356.jpg,False,others_,a hand holding a book,'person'  'indoor'  'hand'  'holding'  'man'  'sitting'  'table'  'food'  'old'  'cat'  'white'  'phone'
