qid,IMG,QSN,ANS_TYP,TXT,OBJ,COL,CNT,OTH,ANS1,ANS2,ANS3,ANS4,ANS5,ANS6,ANS7,ANS8,ANS9,ANS10
VizWiz_train_000000002624.jpg,VizWiz_train_000000002624.jpg,What is the temperature on the thermostat?,number,1,1,0,0,0,78,78,78,78,78,78,78,78,78,digital
VizWiz_train_000000002628.jpg,VizWiz_train_000000002628.jpg,May I have a description of what this photo looks like?,other,1,1,1,0,0,partially cut off but torso head man wearing clothes from 18th century,unanswerable,book cover,older man in history,book,old fashioned portrait man,book,book,old man,yes
VizWiz_train_000000002630.jpg,VizWiz_train_000000002630.jpg,What is in this box of drinks?,other,1,1,0,0,0,coca cola,coke,coke,coca cola,coke,coke soda,sd,coca cola,coca cola,coke
VizWiz_train_000000002631.jpg,VizWiz_train_000000002631.jpg,What color are these?,other,0,1,1,0,0,silver,silver,silver,silver,silver,slipper,silver,silver,taupe,gold
VizWiz_train_000000002632.jpg,VizWiz_train_000000002632.jpg,What is my blood pressure?,other,1,0,0,1,0,148 75,148 over 75,148 over 75,148 75,148 75,148 over 75,148 over 75,148 75,148 75,148 over 75
VizWiz_train_000000002633.jpg,VizWiz_train_000000002633.jpg,What is that that I just took a picture of?,other,0,1,0,0,0,reflection,moon,moon,light,moon,sun moon,moon,unsuitable,unsuitable,unsuitable
VizWiz_train_000000002637.jpg,VizWiz_train_000000002637.jpg,What kind of cleaner is this? Thank you.,other,1,1,0,0,0,pine sol,pine sol,pine sol,pine sol,pine sol,pine sol,pine sol,pine sol,pine sol,pine sol
VizWiz_train_000000002642.jpg,VizWiz_train_000000002642.jpg,What is it?,other,0,1,1,0,0,chihuahua dog,dog feet,dog shirt,unsuitable,dog,blanket,dog blanket,green,feet chihuahua blanket,dog
VizWiz_train_000000002643.jpg,VizWiz_train_000000002643.jpg,What is in this bottle?,other,1,1,0,0,0,gourmet kitchen,water mint sake,water mint sake,water mint sake,sake,sake,sake,water mint sake liquid dish soap,water mint sake,sake
VizWiz_train_000000002644.jpg,VizWiz_train_000000002644.jpg,What kind of pizza is this? ,other,1,1,0,0,0,supreme,supreme,supreme,supreme,supreme,supreme,supreme,supreme,unanswerable,unsuitable
VizWiz_train_000000002645.jpg,VizWiz_train_000000002645.jpg,What note is it?,other,1,1,0,0,0,5 pounds,5 pounds,pound,5 pounds,5 pounds,5 pounds,5 pounds,doller,5 pounds,england 5 pounds
VizWiz_train_000000002646.jpg,VizWiz_train_000000002646.jpg,What is this?,other,0,1,0,0,0,keyboard monitor,computer,unsuitable,computer screen,computer,keyboard monitor,computer,keyboard,screen,computer
VizWiz_train_000000002647.jpg,VizWiz_train_000000002647.jpg,What is this?,other,0,1,0,0,0,cap,lid to plastic bottle,bottle cap,water bottle cap,unsuitable,plastic bottle cap,bottle cap,salt shaker top,quarter,bottle cap
VizWiz_train_000000002655.jpg,VizWiz_train_000000002655.jpg,What is in this bottle?,other,1,1,0,0,0,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray,nasal spray
VizWiz_train_000000002656.jpg,VizWiz_train_000000002656.jpg,time is it?,other,1,1,0,0,0,12:04,12:15,12:05 PM,12:10,12l05,12:04,12 05,12:04,12:05,12:04
VizWiz_train_000000002657.jpg,VizWiz_train_000000002657.jpg,What is this?,unanswerable,1,1,1,0,0,artificial fragrance,unanswerable,product bottle,shampoo,unanswerable,unknown,unanswerable,unanswerable,drink,lotion
VizWiz_train_000000002659.jpg,VizWiz_train_000000002659.jpg,What is this?,other,1,1,0,0,0,lime rita,lime rita,bud lite lima rita,bud lite,alcoholic beverage,lime rita bud light,bud light,lime rita,linearity,lime rita
VizWiz_train_000000002661.jpg,VizWiz_train_000000002661.jpg,I'd like to settle a little score here. What color is this jacket?,other,0,0,1,0,0,looks magenta,purple,purple,purple,purple,purple,pink,violet,fuchsia,magenta
VizWiz_train_000000002662.jpg,VizWiz_train_000000002662.jpg,What is the title of this book?,other,1,1,0,0,0,olivias opposites,olivias opposites,olivias opposites,olivias opposites,olivias opposites,olivias opposites,olivia opposites,olivias opposites,olivias opposites,olivias opposites
VizWiz_train_000000002663.jpg,VizWiz_train_000000002663.jpg,Where is it made?,unanswerable,1,1,1,0,0,unanswerable,iraq,unanswerable,unanswerable,box,iran,parliament,doesnt say,unanswerable,cardboard
VizWiz_train_000000002664.jpg,VizWiz_train_000000002664.jpg,What is this a picture of?,other,0,1,0,0,0,puppies,2 labrador puppies,2 retriever puppies,pair puppies,puppies,2 puppies,2 yellow lab puppies,dogs,2 puppies,puppies
VizWiz_train_000000002665.jpg,VizWiz_train_000000002665.jpg,Can someone tell me what time it is? I need to know now. What time is it?,other,1,1,0,0,0,11:26,11:26,11:26,11 26,11:26,11:26,11:26,11:26,11:26,26 minutes after 11
VizWiz_train_000000002666.jpg,VizWiz_train_000000002666.jpg,Can you please tell me if there is anything on this computer screen.,other,1,1,0,0,0,image says express,unanswerable,express card,express,word express,express,express,express,express,express
VizWiz_train_000000002667.jpg,VizWiz_train_000000002667.jpg,"Is there any, is there any writing on this computer screen please?",other,1,1,0,0,0,install max os x loading screen,yes,yes,install mac os x,install mac os ox,install mac os x,install mac os x,install mac os x,install mac os x,install mac os x
VizWiz_train_000000002668.jpg,VizWiz_train_000000002668.jpg,What color do you see on this sneaker?,other,0,1,1,0,0,white black,red white black,red,red,black,red white black,red black white yellow,black,black white red,red
VizWiz_train_000000002669.jpg,VizWiz_train_000000002669.jpg,What is this?,other,0,1,0,0,0,cookies,snacks items,peanut butter hershey cookie,cookies,cookies,cookies,cookies,cookies,thumbprint cookies,cookies
VizWiz_train_000000002670.jpg,VizWiz_train_000000002670.jpg,What is this?,other,0,1,0,0,0,jeans,popcorn,jeans,blue jeans,pants,jeans,jeans,jeans,leg popcorn,microwave popcorn
VizWiz_train_000000002671.jpg,VizWiz_train_000000002671.jpg,what types of seeds are these?,unanswerable,1,1,0,0,0,unsuitable,unsuitable,morning glory,flower seeds,morning glory flowers,flowers,text to small,flower,violets,morning glory
VizWiz_train_000000002672.jpg,VizWiz_train_000000002672.jpg,What color is this?,other,0,1,1,0,0,white pink flowers green leaves,pink green,green white pink,green pink,white green pink flowers,pink white green,pink,pink green white,pink,white pink green
VizWiz_train_000000002673.jpg,VizWiz_train_000000002673.jpg,What is the writing on the two buttons and which one is which?,unanswerable,1,1,0,1,0,0,top bottom,unanswerable,no writing,2 plus signs,top button bottom button,unanswerable,top: bottom:,unanswerable,top 1 plus sign bottom 2 plus signs
VizWiz_train_000000002674.jpg,VizWiz_train_000000002674.jpg,What color is this pen?,other,0,1,1,0,0,red,red,red,red,silver,silver,red,red,black,red
VizWiz_train_000000002675.jpg,VizWiz_train_000000002675.jpg,"Shirt, and does it have stripes?",yes/no,0,1,1,0,0,white no,no solid grey,no,no,grey shirt no stripes,no,no,no,grey no stripes,no
VizWiz_train_000000002677.jpg,VizWiz_train_000000002677.jpg,What meat is in this box?,other,1,1,0,1,0,bone in lamb leg steaks,bone in lamb leg steaks,lamb leg steaks,lamb,bone in lamb leg steaks,lamb,lamb,bone in lamb leg steaks,lamb,bone in lamb leg steaks
VizWiz_train_000000002678.jpg,VizWiz_train_000000002678.jpg,What is this?,other,1,1,0,0,0,raisin bran,market pantry brand raisin bran cereal,raisin bran,cereal,cereal,market pantry raisin bran cereal,raisin bran cereal,cereal,raisin brand cereal,cereal
VizWiz_train_000000002679.jpg,VizWiz_train_000000002679.jpg,What bottle is this?,other,0,1,0,0,0,sparkling cider,martinellis,unsuitable,martins gold sparkling cider,sparkling wine,sparkling cider,sd,sparkling cider,sparkling cider,sparkling cider
VizWiz_train_000000002680.jpg,VizWiz_train_000000002680.jpg,What color is this shirt?,other,0,1,1,0,0,white blue,white light blue black horizontal stripes,white light dark blue stripes,blue white,blue white stripes,white blue black,blue white stripes,blue white,white blue stripes,white light blue dark blue
VizWiz_train_000000002682.jpg,VizWiz_train_000000002682.jpg,What is this?,unanswerable,0,1,1,0,0,dresser clothes on,dress,unanswerable,blanket,unanswerable,unanswerable,shirt,piece white cloth,room,3 drawer dresser
VizWiz_train_000000002683.jpg,VizWiz_train_000000002683.jpg,What does this say?,other,1,1,0,0,0,presentation techniques protocol,panelists training undergraduate admissions,panelists training undergraduate admissions,panelist training undergraduate admissions,panelists training,training,panelists training undergraduate admissions presentation techniques protocol,information,presentation techniques protocol,panelists training
VizWiz_train_000000002684.jpg,VizWiz_train_000000002684.jpg,What is it?,other,1,1,0,0,0,key,key,key,key,key 616387,key,key,key,key,key
VizWiz_train_000000002685.jpg,VizWiz_train_000000002685.jpg,What is this?,other,1,1,0,0,0,drinking chocolate,hot milk,drinking chocolate,cadbury drinking chocolate,cadbury drinking chocolate,cadbury chocolate drink,cadbury hot chocolate mix,chocolate,drinking chocolate,drinking chocolate
VizWiz_train_000000002686.jpg,VizWiz_train_000000002686.jpg,Can you tell me what this says on the tag please?,yes/no,0,1,1,0,0,picture bone,unanswerable,no,no,picture dog bone,unsuitable,bone,dog bone no text,picture dog bone,dog tag
VizWiz_train_000000002687.jpg,VizWiz_train_000000002687.jpg,What is this canned good?,unanswerable,1,1,1,0,0,peas,unanswerable,unanswerable,peas,snow peas,green peas,unanswerable,unanswerable,green beans,spinach
VizWiz_train_000000002688.jpg,VizWiz_train_000000002688.jpg,Can you tell me what the serial number is?,yes/no,1,1,0,0,0,8.23754E+11,unanswerable,no,no,unsuitable,unanswerable,unusable image,no,no,unanswerable
VizWiz_train_000000002689.jpg,VizWiz_train_000000002689.jpg,What color is this?,other,0,1,1,0,0,blue white,blue n white,blue white,blue white,blue white,blue,blue white,blue white,blue white,blue white
VizWiz_train_000000002690.jpg,VizWiz_train_000000002690.jpg,What do you see in this photo?,other,0,1,0,0,0,bedroom,cat,room,bed frame mini fridge,corner living room,quilt mini fridge,bed wall desk,bedroom,mini refrigerator,cord
VizWiz_train_000000002691.jpg,VizWiz_train_000000002691.jpg,Do you guys read mail?,yes/no,1,1,0,0,0,no,no idea,no,no,yes,yes,yes,yes,unanswerable,unanswerable
VizWiz_train_000000002692.jpg,VizWiz_train_000000002692.jpg,What kind of coffee is this?,other,1,1,0,0,0,massimo caramel flavored coffee i think,massimo,massimo carmel latte,caramel latte,massimo,unanswerable,tossimo,tossimo,massimo sweet caramel latte,caramel
VizWiz_train_000000002694.jpg,VizWiz_train_000000002694.jpg,What is in this picture?,other,0,1,1,0,0,car,person sitting in chair,chair,woman,construction,leg,person wearing black velvet dress sitting in wooden chair green cushion,person on chair,person,sexy thighs
VizWiz_train_000000002695.jpg,VizWiz_train_000000002695.jpg,Do these pants go with this shirt?,yes/no,0,1,1,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
VizWiz_train_000000002696.jpg,VizWiz_train_000000002696.jpg,What's in this box?,other,1,1,0,0,0,pasta alfredo bowl,pasta alfredo,pasta alfredo,pasta alfredo,food,pasta,pasta,pasta alfredo,pasta,pasta alfredo
VizWiz_train_000000002698.jpg,VizWiz_train_000000002698.jpg,What kind of spray bottle is this?,number,1,1,1,0,0,409,409 all purpose cleaner,409 all purpose cleaner,409,cleaner,409,409,409 all purpose cleaner,409,409
VizWiz_train_000000002699.jpg,VizWiz_train_000000002699.jpg,What is that?,unanswerable,0,1,0,0,0,light bulb,handles umbrellas,unanswerable,unanswerable,pencil,unsuitable,lights,unanswerable,light,cane
VizWiz_train_000000002701.jpg,VizWiz_train_000000002701.jpg,What is this product?,other,1,1,0,0,0,hot shot ant roach,ant roach spray,hot shot ant roach spray,hotshot,ant roach spray,hot shot ant roach spray,hot shot ant roach spray,ant roach killer,ant roach killer,hot shot
VizWiz_train_000000002702.jpg,VizWiz_train_000000002702.jpg,What kind of dog is this?,other,0,1,0,0,0,terrier,terror,terrier,unanswerable,yorkie,terrier,terror,mutt,terrier,long haired terrier
VizWiz_train_000000002703.jpg,VizWiz_train_000000002703.jpg,What color is the wall?,other,0,1,1,0,0,brown,off white,white,grey,white,white,looks white,white,blue,pale purple
VizWiz_train_000000002704.jpg,VizWiz_train_000000002704.jpg,Would you mind identifying this box please? ,other,1,1,0,0,0,saltines original,saltines,crackers,saltines,saltines,original saltines,saltines,saltines,saltines,crackers
VizWiz_train_000000002705.jpg,VizWiz_train_000000002705.jpg,What is this?,other,0,1,0,0,0,regular watch,watch,watch,watch,watch,watch,watch,wrist watch,wrist watch,watch
VizWiz_train_000000002706.jpg,VizWiz_train_000000002706.jpg,What does this say?,other,1,1,0,0,0,non aspirin,non asprin,non aspirin,non aspirin,non aspirin acetaminophen 500 mg,non aspirin,non asprin,extra strength non aspirin,acetaminophen caplets,extra strength acetaminophen 500 mg
VizWiz_train_000000002707.jpg,VizWiz_train_000000002707.jpg,Can you tell if the name of this restaurant is? ,yes/no,1,1,0,0,0,no,no,unsuitable,unanswerable,unanswerable,no,applebees,longhorns,no,unanswerable
VizWiz_train_000000002709.jpg,VizWiz_train_000000002709.jpg,"Okay, comma. What is this, please?  And no, it's not a book.  Period, smile, period",other,1,1,0,0,0,ground beef,meat,unsuitable,beef,unsure,ground beef,beef,beef,seasoning,home beef ground
VizWiz_train_000000002711.jpg,VizWiz_train_000000002711.jpg,What is thus?,other,1,1,0,0,0,unanswerable,book,book,unanswerable,childrens coloring book,unsuitable,unsuitable,card,cartoon,book
VizWiz_train_000000002713.jpg,VizWiz_train_000000002713.jpg,What is in this box?,other,1,1,0,0,0,filet fish,fillet fish,crumbed fillet fish,fillet fish,crumbed fillet fish,fish,crumbed filet fish dinner,crumbed fillet fish,fish,fasdf
VizWiz_train_000000002714.jpg,VizWiz_train_000000002714.jpg,What does this shirt have on it in terms of words and pictures? Does it have any stains?,unanswerable,1,1,0,0,0,pixel art no stains,nothing,pixelated blocks colors possible stain at top,unanswerable,pixel art no stains visible,grey shirt squares making picture,unanswerable,unanswerable,no,unsuitable
VizWiz_train_000000002715.jpg,VizWiz_train_000000002715.jpg,What color is this? ,other,0,1,1,0,0,white,white,white phone,white,white,white,telephone white background brown,tan wall white phone,white,white
VizWiz_train_000000002717.jpg,VizWiz_train_000000002717.jpg,What spice is this?,other,1,1,0,0,0,steak rub,outback steakhouse steak rub no salt,steak rub,steak rub,outback steakhouse steak rub,outback steakhouse steak rub no salt,steak rub,steak rub,outback steak rub,steak rub
VizWiz_train_000000002718.jpg,VizWiz_train_000000002718.jpg,What is this?,other,1,1,0,0,0,chicken pot pie,chicken pot pie,chicken pot pie,chicken pot pie,chicken pot pie,1 chicken pot pie,chicken pot pie,chicken pot pie,chicken pot pie,chicken pot pit
VizWiz_train_000000002719.jpg,VizWiz_train_000000002719.jpg,What is the highest number?,number,1,0,0,0,0,75,75,75,75,75,75,75,15,15,ad
VizWiz_train_000000002720.jpg,VizWiz_train_000000002720.jpg,Can you read this cart number?,yes/no,1,1,0,1,0,no,unsuitable,no,no,no,unanswerable,no,no,no,unsuitable
VizWiz_train_000000002721.jpg,VizWiz_train_000000002721.jpg,What's the color?,other,0,1,1,0,0,light grey,grey,grey,tan,grey,grey,beige,grey,ash color,grey
VizWiz_train_000000002722.jpg,VizWiz_train_000000002722.jpg,What kind of potatoes are these?,other,1,1,0,0,0,mashed potatoes,loaded mashed,loaded mashed potatoes,loaded mashed potatoes,mashed potatoes,loaded mashed potatoes,loaded mashed,mashed,loaded mashed potatoes,loaded mashed potatoes
VizWiz_train_000000002723.jpg,VizWiz_train_000000002723.jpg,What's in the can?,other,1,1,0,0,0,french style green beans,green beans,green beans,green beans,green beans,green beans french style,green beans,green beans,french style green beans,green beans
VizWiz_train_000000002724.jpg,VizWiz_train_000000002724.jpg,Please tell me what this is. Thank you.,other,1,1,0,0,0,dr pepper,dr pepper soda,dr pepper,dr pepper,dr pepper soda,dr pepper,dr pepper,dr pepper,dr pepper can,soda can
VizWiz_train_000000002725.jpg,VizWiz_train_000000002725.jpg,What is this product key?,other,1,1,0,0,0,unsuitable,21,8454,cant tell,021 08454,part number 021 08454,unanswerable,part number,021 08454,021 08454
VizWiz_train_000000002726.jpg,VizWiz_train_000000002726.jpg,"What is in this can, please?",other,1,1,0,0,0,mushrooms,unsuitable,unanswerable,cookies,unanswerable,unsuitable,mushrooms,mushrooms,food,i dont know
VizWiz_train_000000002727.jpg,VizWiz_train_000000002727.jpg,What color is this yarn?,other,0,1,1,0,0,red,red,pink,red,red,red,fluorescent orange,red,red,red
VizWiz_train_000000002729.jpg,VizWiz_train_000000002729.jpg,Record. Can you tell me what this is please?,unanswerable,1,1,0,0,0,unanswerable,all i can read dell please get closer,unsuitable,yes,unanswerable,yogurt,small package that says deli on other text too small to read,food container,deli sauce last word bacon,product deli
VizWiz_train_000000002730.jpg,VizWiz_train_000000002730.jpg,What is this logo?,other,0,1,1,0,0,crown,crown,crown,gm,crown,freezer queen,crown,circle z crown,unsuitable,dont know
VizWiz_train_000000002731.jpg,VizWiz_train_000000002731.jpg,What is that?,other,0,1,1,0,0,cupcake,cupcake,cupcake,chocolate cupcake,chocolate muffin,muffin,chocolate cupcake,cupcake,cupcake,muffin
VizWiz_train_000000002732.jpg,VizWiz_train_000000002732.jpg,What kind of green is this?,other,0,0,1,0,0,light green,lime,lime,bright lawn green,bright,lime,bright,lime,kelly,light green
VizWiz_train_000000002733.jpg,VizWiz_train_000000002733.jpg,What is that?,other,1,1,0,0,0,plastic cup,double gulp cup,7 eleven cup,double gulp beverage,double gulp plastic cup,cup,double gulp,double gulp drink,7 eleven double gulp,double gulp cup from 7 11
VizWiz_train_000000002734.jpg,VizWiz_train_000000002734.jpg,What color is that please?,other,0,1,1,0,0,red,red,red,red,red,red,red,red,red,red
VizWiz_train_000000002735.jpg,VizWiz_train_000000002735.jpg,what is this?,other,1,1,0,0,0,coffee,coffee beverage cup,coffee from mcdonalds,coffee,mccabe cup,coffee,mccabe coffee,mccabe,coffee,mcdonalds coffee
VizWiz_train_000000002736.jpg,VizWiz_train_000000002736.jpg,What kind of radio is this?,unanswerable,0,1,1,0,0,unanswerable,ukui,silver,unanswerable,clock,digital,unsuitable,digital,clock radio,unanswerable
VizWiz_train_000000002737.jpg,VizWiz_train_000000002737.jpg,What is this item?,other,1,1,0,0,0,spice,black pepper,black pepper cracked,pepper,black pepper cracked,black pepper,black pepper cracked,black pepper cracked spices,cracked black pepper,black pepper cracked marshalls creek spices brand
VizWiz_train_000000002739.jpg,VizWiz_train_000000002739.jpg,This is just a test. Should be a door.,other,0,1,1,0,0,white,door,door,yes,door,door,yes,yes,your test was success,correct
VizWiz_train_000000002740.jpg,VizWiz_train_000000002740.jpg,What is in this box?,other,1,1,0,0,0,honey soy chicken,honey sour chicken,chicken,chicken,honey sour chicken,chicken rice vegetable mix,unsuitable,honey soup chicken,honey chicken,honey soy chicken
VizWiz_train_000000002741.jpg,VizWiz_train_000000002741.jpg,What color this shirt? ,other,0,1,1,0,0,white,white yellow,white,white yellow,white,white light yellow pin strips,white gold thin striped,yellow white stripped,off white yellow,white yellow stripes
VizWiz_train_000000002742.jpg,VizWiz_train_000000002742.jpg,What is this package?,other,1,1,0,0,0,ice breakers mint sweets,mints,mints,icebreakers minis breath mints,icebreakers mint,icebreakers mints,icebreakers mints,mints,mints,mints
VizWiz_train_000000002743.jpg,VizWiz_train_000000002743.jpg,What color is this pillow?,other,0,1,1,0,0,yellow,yellow,yellow green,unanswerable,yellow,tan,yellow,brown,yellow,yellow
VizWiz_train_000000002745.jpg,VizWiz_train_000000002745.jpg,What does my screen say?,unanswerable,1,1,0,0,0,ees to be checked for co check but stron ck disk files,unanswerable,system,needs to be checked for,unsuitable,to be checked for,unsuitable,check disk,check system message,unsuitable
VizWiz_train_000000002746.jpg,VizWiz_train_000000002746.jpg,Is the southern pecan or hazelnut coffee?,other,1,1,0,0,0,cup,southern pecan,pecan,southern pecan,southern pecan,southern pecan,southern pecan,southern pecan,southern pecan,southern pecan
VizWiz_train_000000002747.jpg,VizWiz_train_000000002747.jpg,What is this?,other,0,1,1,0,0,unsuitable,balls,unanswerable,necklace,unanswerable,beads,ring,jewelry,necklace,beads
VizWiz_train_000000002748.jpg,VizWiz_train_000000002748.jpg,What color is this? ,other,0,1,1,0,0,blue,green,unsuitable,grey,white,blue,grey,grey,ash color,grey
VizWiz_train_000000002749.jpg,VizWiz_train_000000002749.jpg,On this label.,other,1,1,0,0,0,roast pork apple sauce,unanswerable,roast pork apple sauce,unanswerable,roast pork apple sauce,roast pork apple sauce,roast pork apple sauce,unreadable,roast pork apple sauce,unanswerable
VizWiz_train_000000002750.jpg,VizWiz_train_000000002750.jpg,What is this?,other,1,1,0,0,0,remote,remote,remote control,tv remote,remote control,remote,remote contol,remote control,tv clicker,remote control
VizWiz_train_000000002752.jpg,VizWiz_train_000000002752.jpg,"What is this, please?",unanswerable,1,1,0,0,0,unanswerable,unanswerable,garlic,jar cream dip,container,cheese dip,unanswerable,unanswerable,cream sauce,empty bottle
VizWiz_train_000000002753.jpg,VizWiz_train_000000002753.jpg,What is this?,unanswerable,0,1,0,0,0,unanswerable,medicine bottle,top rx medication from cvs,pill bottle,prescription bottle,table necklaces,unanswerable,medicine bottle cap,cord sequins,button bottle cap
VizWiz_train_000000002754.jpg,VizWiz_train_000000002754.jpg,What kind of dog is this?,other,0,1,1,0,0,brown color,unanswerable,unanswerable,golden retriever,lab,golden retriever,lab,golden retriever,golden retriever,golden retriever
VizWiz_train_000000002755.jpg,VizWiz_train_000000002755.jpg,Tell me what color is these chips?,other,1,1,1,0,0,unanswerable,white black red,yellow,unanswerable,gdf,orange,orange,unsuitable,doritos,red
VizWiz_train_000000002756.jpg,VizWiz_train_000000002756.jpg,what is this?,other,1,1,0,0,0,mozzarella cheese,cheese,mozzarella cheese,mozzarella shredded cheese,mozzarella,mozzarella cheese,mozzarella cheese,mozarella cheese,cheese,mozzarella
VizWiz_train_000000002760.jpg,VizWiz_train_000000002760.jpg,What is in this bottle?,other,1,1,0,0,0,soap,unsuitable,soap,unsuitable,soap,hand soap,soap,cleaning agent,soap,hand sanitizer
VizWiz_train_000000002761.jpg,VizWiz_train_000000002761.jpg,What ? is this? ,other,0,1,0,0,0,hearteyes emoji,emoji heart eyes,emoji,emoji,love,heart eyes emoji,image,emoji,love emoji,heart eye emoji
VizWiz_train_000000002763.jpg,VizWiz_train_000000002763.jpg,What is the black thing?,other,0,1,1,0,0,stapler,stapler,stapler,stapler,stapler,stapler,stapler,stapler,stapler,stapler
VizWiz_train_000000002768.jpg,VizWiz_train_000000002768.jpg,What flavor of coffee is this?,other,1,1,0,0,0,noisette,hazelnut,timothy hazelnut,hazelnut,hazelnut,nut,hazelnut,hazelnut,hazelnut,unanswerable
VizWiz_train_000000002769.jpg,VizWiz_train_000000002769.jpg,What scent is this?,other,1,1,0,0,0,black berry,unanswerable,black ruby,black ruby,black ruby,blackberry,black ruby,black ruby,black ruby,unanswerable
VizWiz_train_000000002770.jpg,VizWiz_train_000000002770.jpg,What is this?,other,0,1,0,0,0,telephone,phone,telephone,cell phone,cordless phone,telephone,phone,phone,cordless phone,phone
VizWiz_train_000000002771.jpg,VizWiz_train_000000002771.jpg,What movie is this?,other,1,1,1,0,0,iron man 2,iron man 2,ironman 2,iron man 2,ironman 2,iron man 2,transformers,iron man 2,iron man 2,iron man 2
VizWiz_train_000000002772.jpg,VizWiz_train_000000002772.jpg,What is this chair made out of?,other,0,1,0,0,0,leather,i dont know,fake leather,leather,leather,leather,faux leather,leather,leather,faux leather
VizWiz_train_000000002775.jpg,VizWiz_train_000000002775.jpg,Can you tell what is written on this t-shirt?,other,1,1,0,0,0,ive got mad ninja skills,ive got mad ninja skills,ive got mad ninja skills,ninja,no,ive got mad ninja skills,ive got mad ninja skills,ive got mad ninja skills,ive got mad ninja skills,ive got ninja skills
VizWiz_train_000000002779.jpg,VizWiz_train_000000002779.jpg,What is it?,other,0,1,0,0,0,razor,razor,batteries,unanswerable,electric shaver,electric shaver,shaver,shave tool,electric razor,razor
VizWiz_train_000000002781.jpg,VizWiz_train_000000002781.jpg,What is this thing?,other,0,1,1,0,0,ipod,ipod,ipod shuffle,ipod,ipod shuffle in apple store,computer tablet,ipod,music player,maybe speaker,ipod shuffle
VizWiz_train_000000002782.jpg,VizWiz_train_000000002782.jpg,kind of dog is this. ,other,0,1,1,0,0,looks like pomeranian mix,pomeranian,pomeranian,pomeranian,unanswerable,w,pomeranian,chow,pomeranian,pomeranian
VizWiz_train_000000002783.jpg,VizWiz_train_000000002783.jpg,What kind of milk is this?,other,1,1,0,0,0,98% fat free,unanswerable,milk,98% fat free,fat free,98% fat free,unsuitable,unanswerable,98% fat free,98% fat free
VizWiz_train_000000002785.jpg,VizWiz_train_000000002785.jpg,What's the name of the mouse brand?,other,1,1,0,0,0,microsoft,microsoft,microsoft,microsoft,microsoft,microsoft,microsoft,microsoft mouse brand,microsoft,microsoft
VizWiz_train_000000002786.jpg,VizWiz_train_000000002786.jpg,What is this?,other,1,1,0,0,0,unsuitable,laxatives,natural vegetable laxative,natural vegetable laxative,keyboard medicine bottle,bottle laxatives,vegetable based laxative,laxative,equate natural vegetable laxative,laxative
VizWiz_train_000000002787.jpg,VizWiz_train_000000002787.jpg,What's in this bottle?,other,1,1,0,0,0,antibacterial counter spray,cleaner,soap,antibacterial soap,antibacterial counter spray,unanswerable,unanswerable,counter spray,antibacterial counter spray,antibacterial counter spray
VizWiz_train_000000002789.jpg,VizWiz_train_000000002789.jpg,"What kind of coffee is this, please?",other,0,1,1,0,0,kahlua,kahlua,kahlua,kahlua,unsuitable,kahlua,kahula,kahlua,unsuitable,kahlua
VizWiz_train_000000002790.jpg,VizWiz_train_000000002790.jpg,What is this?,other,1,1,1,0,0,money win,tv show,tv show,television,tv,tv show,cash cab on tv,television,television show,tv
VizWiz_train_000000002791.jpg,VizWiz_train_000000002791.jpg,What color are these?,other,0,1,1,0,0,grey,grey,grey,blue grey,blue,green,black,grey,blue,blue
VizWiz_train_000000002793.jpg,VizWiz_train_000000002793.jpg,What is the source of this image?,other,0,1,0,0,0,unanswerable,unanswerable,camera,cell phone,camera,unanswerable,unanswerable,cell phone,camera,camera
VizWiz_train_000000002794.jpg,VizWiz_train_000000002794.jpg,What is this object?,other,0,1,1,0,0,i see corner bed green white sheets remote control on,bed,phone on bed,bed,bed,war,remote control,bed,bed,bed
VizWiz_train_000000002795.jpg,VizWiz_train_000000002795.jpg,"Hi could you give me an overall description of this jacket and the color please?  And what kind of clothes would it go with, would it go with a pair of jeans would this go with",other,0,1,1,0,0,dark grey dark jeans,made blue jean longsleeved pockets on front would go well jeans,blue,unanswerable,blue jeans,blue zip up jacket either denim water proof material would go jeans tshirt,blue jacket white stitching matches jeans,blue jacket,blue yes jeans,light blue denim like shirt
VizWiz_train_000000002796.jpg,VizWiz_train_000000002796.jpg,Sorry about that; I am trying to get this lined up here. Can you tell me what kind of soup this is?,other,1,1,0,0,0,new england clam chowder,campbells chunky new england clam chowder,new england,new england clam chowder,chunky new england clam chowder,chunky,new england clam chowder,new england clam chowder,new england clam chowder,chunky new england clam chowder
VizWiz_train_000000002798.jpg,VizWiz_train_000000002798.jpg,What is in this bottle?,other,1,1,1,0,0,mrs dash,seasoning,mrs dash,mrs dash,mrs dash seasoning,mrsdash,spices,mrs dash seasonings,miss dash,seasoning
VizWiz_train_000000002799.jpg,VizWiz_train_000000002799.jpg,what is this,other,1,1,0,0,0,mustard,mustard,mustard,mustard,mustard,mustard,mustard,mustard,french mustard,mustard
VizWiz_train_000000002800.jpg,VizWiz_train_000000002800.jpg,Who is this CD by?,other,1,1,0,0,0,unsuitable,unsuitable,unsuitable,night ranger,night ranger,sister christian,night ranger,man,night ranger,unanswerable
