qid;question;ocr_text;handwritten_text
VizWiz_train_000000001056.jpg;This is the last time, I have two different coffees. Can you just tell me what the name of this coffee is? I think it's tanzania but I'm not sure. Thanks and have a.;['foe)', 's', 'the', 'base', 'of', 'mt', 'kiliäjat•v', 'ome', 'to', 'bean,', 'but', "don't", 'let', 'its', 'small', 'size', 'fool', 'you', 'coffee', 'has', 'quite', 'kick', 'heavy', 'body,', '—-$yyy,.flavor', 'and*"', 'c', "'jcbof", 'iing', '(okay,', 'oot', 'a', '.2but', 'think', '100%', 'high', 'grade', 'arabica', 'wt', '12'];["Fool's TA . z' nian", 'Peiwe y', 'The base of MT . Kilimanjaro is home to this little*', "bean , but don't let its small size fool you . this", 'coffee has quite a bit of kick with heavy body ,', 'fruity flavor and a ach of zing (okay , not a', '__ cofee town but we think it fits ) ,\\', 'Net Wt 12 Oz . ( 340 9 )']
VizWiz_train_000000001057.jpg;What is this?;['cfxee'];['WYANT LA DATE AVOIDED', 'Deitzlend !', 'Fat Free', 'Sans gras', 'YOGURT', 'FOGOUR`']
VizWiz_train_000000001063.jpg;What is in this jar?;[];['Nutrition', 'Amount / Serving`', 'Facts', 'Total Fat 16 9 25%', 'Serv Size\\', 'Sat Fat 39\\', '16%', '` BURIEDECKLEY', 'RTbsp ( 320 )|', 'Servings About 10', 'Trans Fat Og', 'Calories 190', 'Cholest Omg\\', 'Fat Cal 130', 'Sodium 130mg 5^', 'Percent Dally Values ( OV ) Are*', 'labed on a 2,000 calorie diet*', 'Iron 4% " VitaminE !`', 'Not a significant source of whamind`', 'MADE FROM ROASTED PEANUTS AND SUGAR, CONTAINS &S_ MILES^!`', 'MOLASSES, FULLY HYDROGENATED VEGETABLE OILS IRAPESEED``', 'SOYBEANI, MONO - AND DIGLYCERIDES, SALT.`', '`HEIM, SMUCKER COMPANY', 'ORAVILLE , OH HAGGTU.S.A.`', '\\\\ QUESTION` COMMEM` !']
VizWiz_train_000000001064.jpg;Is this Kraft Catalina Class or Kraft Catalina Fat Free?;['(xie069t', 'tcxf,ovo'];['DRESSING']
VizWiz_train_000000001066.jpg;What does this say?;['comfort', '&', 'joy', 'or', 'the', 'season', 'sotoner'];['60^', 'SOIWONDER']
VizWiz_train_000000001072.jpg;What's this box?;[];[]
VizWiz_train_000000001074.jpg;What is this bottle?;[];['EXPLORE', 'SAUVIGNONAS']
VizWiz_train_000000001075.jpg;What shirt is this?;[];['TREVOR TIME']
VizWiz_train_000000001077.jpg;What box is this?;['to', 'soor', 'near', 'or'];['Examine', 'KIDS 10 BUILD STRONG PROMISE', '\\D', 'of the Be^ ^', 'DIRN FLAKES', '50 0, 10 BEIWON']
VizWiz_train_000000001078.jpg;What is this?;[];['ANDDIKE']
VizWiz_train_000000001079.jpg;What is this can?;['oyåiity', 'liniabeans'];['SPECIALTIES']
VizWiz_train_000000001081.jpg;How much description can you give about something that's on the television?;[];['BRITNEY BITCH']
VizWiz_train_000000001083.jpg;What kind of bottle is this?;[];[]
VizWiz_train_000000001084.jpg;What kind of water is this?;[];[]
VizWiz_train_000000001087.jpg;what is in this bottle?;[];['AWN', '`CT FOAM-', '$90']
VizWiz_train_000000001088.jpg;What kind of coffee is this?;[];[]
VizWiz_train_000000001089.jpg;What is this?;['hrodm', 'b.'];[]
VizWiz_train_000000001090.jpg;What is in this tin?;[];[]
VizWiz_train_000000001095.jpg;What is this item?;['0nnouo', 'uädd3d'];['\\GROUND', 'BLACK PEPPER']
VizWiz_train_000000001099.jpg;What is this?;['icebr', 'e', 'frost', 'perfectly', "powes'ful", 'mints•', 'sugar-free', '•', 'wintercooj', '•', 'netm120z(3åg)'];['\\NET WT 1 . 202 ( 34 9 )', 'sugar- free . wintercool . natural & artificial flavor', 'PERFECTLY POWERFUL MINTS*', 'FROST.']
VizWiz_train_000000001105.jpg;Can you tell me what flavor soda this is?;[];['Coke', 'D', '2 LITER 67.6 FL OZ ( 2 Q T 3 . 6 FL OZ )|']
VizWiz_train_000000001109.jpg;What is in the jar?;[];[]
VizWiz_train_000000001110.jpg;what medicine is it;[];[]
VizWiz_train_000000001112.jpg;What are these?;['trans', ',cu//y', 'onoked', 'breaded', 'chicken', 'breast', 'v', 'netwt32', '•', 'fpr•'];['Trans fat _ stars FIT - brown.', 'PerSA', 'Fully', 'Choked', 'breaded nugen widped chicken breast', 'patties with rib meat']
VizWiz_train_000000001115.jpg;What kind of pills are these?;[];[]
VizWiz_train_000000001118.jpg;What is inside this can? Thank you.;[];['540 mL } 19 #\\oz']
VizWiz_train_000000001122.jpg;What is my temperature?  Thank you.;[];['{herness']
VizWiz_train_000000001123.jpg;What is in this can?;[];[]
VizWiz_train_000000001125.jpg;Hi can you tell me what this product is? ;[];[]
VizWiz_train_000000001127.jpg;What does it say?;['debt/'];['PURELY`QUALITY', 'EST.', '1873', 'DEEN!`', 'TOO*6 NATURAL SPRING``!!`']
VizWiz_train_000000001131.jpg;What is this please?;['hers', 'inz', 'lossic', 'gonge', 'spaghett', 'bolognec', 'beef', 'coo', 'd', 'red', '5ta', 'pa'];['ght', 'SDEchew', 'chers*', 'om']
VizWiz_train_000000001137.jpg;what is this;[];['SKIN', 'FOOD', 'since 1957', 'Paprika Soothing Body Gel', '50 9']
VizWiz_train_000000001140.jpg;What is this?;['40x', 'sony', '...p', 'dt', 'compatbe'];['DVD', 'NEW', '0']
VizWiz_train_000000001142.jpg;What does this say?;['argery', 'marvel', 'us', 'alexis', 'presents', 'christirn', 'open', 'hats', 'your', 'form', 'of', 'minis', '*day', 'come', 'out', 'us', 'for', 'a', 'of', 'spoken', 'word,', 'music,', 'ministry,', 'fun!', 'scriiwre', 'foundation:', '1', 'pefer4.•10', 'african', 'american', 'cultural', 'society', '(aacs)', '4422', 'us', 'hwy', '1', 'north', '(near', 'whiteview)', 'palm', 'coast,', 'fl', '8pm-10pm', '•', '$5', 'admission', 'www.thechristianopenmic.com', 'o', 'facebook', 'com/com4christ', "['hwitter.com/com4christ", 'or', '@com4christ', 'email:', 'ministers4com@gmail.com'];['MARGERY MIM`OUS ATIONS PRESENTS', 'COME', 'CHRISTIAN OPEN MIC! TEN', "= WHAT'S YOUR FORM OF MINISTRY !*", 'ON', 'COME OUT & JOIN US FOR A NIGHT OF', 'SPOKEN WORD, MUSIC, MINISTRY, G FUN !', 'SCRIPTURE FOUNDATION : 1 PETER 4: 10', 'AFRICAN AMERICAN CULTURAL SOCIETY ( AACS )', '442 2 US HWY I NORTH ( Near Whiteview )', 'Palm Coast , FL', '8 pm - 10 pm . $5 Admission .', 'WWW.THECHRISTIANOPENMIC. COM', '` facebook . com / COM 4 Christ twitter .com / COM 4 Christ or @ COM 4 Christ', 'Email : Ministers 4 COM @ gmail . com']
VizWiz_train_000000001144.jpg;What is this?;['community', 'low-fat', '•', 'lac', 'iose+ree', 'creamer'];['8 procter allox .', 'CallBE', 'LOW - FAT . LACTOSE - FREE']
VizWiz_train_000000001145.jpg;What does the text on the top of the screen, as well as the two items in the menu say?;['choose', 'the', 'instrument', 'track', '(ogg', 'format).', '[parent', 'folder]', 'data', '[folder)'];["let's ion the`", '(Cee Rooney).', 'CELE BORE``']
VizWiz_train_000000001147.jpg;What is in this can?;['cr', 'yam', 'ofcel«y', 'creme', 'decél«i', '284', 'ml', '10', 'fl', 'oz', 'liq'];['cream of celery', 'come insed soup', 'sour , condensbe', 'creme de celeri', 'no name . sans nom.', '284 ML 10 (1 02lig!']
VizWiz_train_000000001148.jpg;Hi, could you tell me which DVD this is, please?;[];['FRIENDS']
VizWiz_train_000000001149.jpg;What is in this box?;['you', 'will', 'need', 'o', 'brown', 'ground', '10', 'o', 'reduce', 'heat.', 'simmet', '•bout', '10', 'remø•e', 'umoret', 'o', 'reduu', 'want', 'a', 'helping', 'hand', '?', 'hamburgerhelper.com', 'win', 'a', 'biq', 'diff-ere-xe-', 'you', 'could', 'win', '500,000', 'bonus', 'box', 'tops!', 'go', 'to', 'btfe.com', 'for', 'your', 'chance', 'to', 'win', '500.000', 'bonus', 'box', 'tops•', 'for', 'your', 'childs', 'school.', 'register', 'today', 'at', 'btte.com', ':', 'difference', 'on', ':', 'makes'];['You Will Need', '471', 'Necesitara!', 'LEAN GROUND BEEF', '2%/ { CUPS*', '18 CHINE MONOXIDE', '{ Cup', 'OF BILL BLACKCA', 'CANADVISE`', '\\` Brown ground beef', '_in 10- knicks skillet ; drain`', '`` Dore In CE^', 'de res en any sales de', '~` Stir in hot water, milk ,', 'TB PU^des, escorts.`', 'Sauce Mix all', 'Pasta. Heat in boiling.', '`` Agreque re`', 'stirring occasionally .`', 'leasta pata base`', 'crude Cahenle hasta que', '{` Reduce heat .', 'Cover ; simmer about', 'de vered rwanda', '10 minutes , stirring', 'occasionally , until pasta', '\\Reducca diverse', 'is Tender . Remove from heat .`', 'uncover ( sauce will thicken`', '10 minutes re__^', 'Refrigerate leftovers .', '`` ver en chance', 'M^ Shitude 13 .500-650^ ^', 'def longer destape {` Re^', 'especial . Bettigene for woble', 'you could', 'win 500, 000', 'bonus box tops!', 'difference . "', 'Go to lotte . com for your chance to', 'WIN 500, 000 Bonus BOX TOPS"\\', 'ONEACH', "for your child's school .", 'makes', '`EDUCATION!']
VizWiz_train_000000001150.jpg;Are these the Apple cinnamon or strawberry cereal bars?;[];['rain', '20) Fruit', 'OLL""']
VizWiz_train_000000001157.jpg;What kind of multipurpose sprayer is this?;[];['FAbRic', 'DELI', '18', 'Spra', 'MULTIA', '18 1 /8 / 18 | |3 | | ||', 'METRIC MEASURE_ FILL TO HECK HIRED EQUALS BOB TO`', 'A', '32 0Z']
VizWiz_train_000000001160.jpg;What are the names of the buttons on this remote? ;[];[]
VizWiz_train_000000001163.jpg;What is this logo?;[];[]
VizWiz_train_000000001164.jpg;What is this item?;[];['CR', '"Beans', 'LOWFAT']
VizWiz_train_000000001166.jpg;What is this?;[];[]
VizWiz_train_000000001167.jpg;Could you please tell me what the logo is on this tshirt, thank you.;[];['\\} NERIN', 'ONV A`', '20 0C']
VizWiz_train_000000001171.jpg;What is the name of this perfume sample?;['scuder/a'];['S', 'ca', 'S CUIDERIA', 'ERPAPI']
VizWiz_train_000000001172.jpg;What cleaning product is this? What cleaning product is this?;['original&kjrmula', 'murphy@oil', 'soap', 'has', 'been', 'trusted', 'for', 'over', '90', 'years', 'as', 'a', 'naturally', 'gentle', 'cleaner,', 'it', 'is', 'ideal', 'for', 'safely', 'cleaning', 'finished', 'wood', 'and', 'other', 'household', 'surfaces', 'without', 'leaving', 'a', 'residue.', 'wood', 'surfaces', '•', 'wood', 'floors', '•', 'wood', 'paneling', '•', 'laminate', 'floors', '•', 'cabinets', '•', 'tables&', 'chairs', '•', 'bookcases', 'noävood', 'su$,aces', '•', 'no-wax', 'floæs', ':.aundry', 'stains', '•', 'ceramic', 'tile', 'tars', '•', 'painted', 'surfitc«', 'directions', 'floors', '(wood', 'and', 'no-wax):', '•', 'dilute', '1/4', 'cup', "murphy's@", 'in', '1', 'gallon', 'of', 'warm', 'water.', 'ouell', 'wrung-out', 'mop,', 'and', 'mop', 'up', 'any', 'excess', 'water.', 'no', 'rinsing', 'required.', 'other', 'surfaces:', '•', 'dilute', '1/4', 'cup', "murphy's", 'in', '1', 'gallon', 'of', 'warm', 'water.', 'for', 'he&r,', 'cleaning,', 'dilute', '1/2', 'cup', "murphy's", 'in', 'i', 'gallon', 'of', 'warm', 'water.', 'no', 'rinsing', 'required.', 'note:', 'murphy@oil', 'soap', 'should', 'not', 'be', 'used', 'on', 'unfinished,', 'unsealed', 'or', 'waxed', 'wood', 'surfaces', 'because', 'they', 'may', 'be', 'water', 'sensitive.', 'test', 'an', 'ir,conspicuous', 'area', 'with', 'plain', 'water', 'before', 'use.', 'for', 'wood', 'surfaces,', 'remove', 'excess', 'liquid', 'with', 'a', 'soft', 'cloth.', 'discoloration', 'or', 'dulling', 'indicates', 'the', 'wood', 'may', 'be', 'waxed', 'or', 'needs', 'refinishing.', 'caution:', 'if', 'product', 'contacts', 'eye,', 'rinse', 'thoroughly', 'with', 'water.', 'it', 'swallowed,', 'drink', 'a', 'glass', 'of', 'water', 'to', 'dilute.', 'keep', 'out', 'of', 'reach', 'of', 'children.', 'due', 'to', 'formula', 'differences,', 'do', 'not', 'use', 'as', 'refill', 'for', "murphy's@spray", 'or', 'just', 'squirt', '&', 'mop.', 'questions', 'or', 'comments?', 'call', '1-800-486-7627', 'www.murphyoilsoap.com', 'biodegradable', '&', 'phosphate', 'free', '231912112', '1046020', '0', '70481', '01102', '4', 'mst.', 'by', 'colgate-palmolive', 'company', 'new', 'york.', 'ny', 'a'];['Murphy @ Oil Soap has been trusted for over', '90 years as a naturally gentle cleaner . It is ideal for', 'safely cleaning finished wood and other household', 'surfaces without leaving a dulling residue .', '. Wood floors', '. Wood paneling', '. Cabinets', '. Laminate floors', '- No - wax floors', '* Laundry stains', '. Tables & Chairs * Bookcases', '- Ceramic tile', '. Painted surfaces\\', '* Cars', '- Vinyl', 'Floors ( wood and no - wax ) :`', ". Dilute 1/ 4 Cup Murphy's@ in 1 Gallon of warm water . Clear`with well wrung - out", 'mop , and mop up any excess water . No rinsing required .\\', 'Other Surfaces :\\', ". Dilute 1/ 4 Cup Murphy's in 1 Gallon of warm water . For heav ; cleaning ,", "dilute 1/2 Cup Murphy's in 1 Gallon of warm water . No rinsing required .", 'NOTE : Murphy@ Oil Soap should not be used on unfinished , unsealed or waxed*', 'wood surfaces because they may be water sensitive . Test an inconspicuous area', 'with plain water before use . For wood surfaces , remove excess liquid with a soft*', 'cloth . Discoloration or dulling indicates the wood may be waxed or needs refinishing ."', 'CAUTION : If product contacts eye , rinse thoroughly with water . It swallowed ,', 'drink a glass of water to dilute . Keep out of', 'reach of children .', 'Due to formula differences , do not use as refill', 'for Murphy\'s" Spray or Just Squirt & Mop.', 'Questions or Comments ?!', 'Call 1-800- 486- 76:27\\', 'www . murphy oil soap . com', 'Biodegradable & Phosphate Free*', '2:319121 12', 'O', '170481 "1 01 102', 'Dist . by', 'ES', '1046020', '\\COLGATE - PALMOLIVE COMPANY', 'New York, NY 1002 2 Made in U.S. A']
VizWiz_train_000000001173.jpg;What are these biscuits?;['400', 'spots', '/', 'wits', 'sa&lé', '/', 'sberrc.ke'];[]
VizWiz_train_000000001179.jpg;What does it say on the screen?;[];[]
VizWiz_train_000000001183.jpg;What kind of drink is this?;[];[]
VizWiz_train_000000001185.jpg;what dinner is this?;[];['New', 'Recipe!', 'Healthy', 'Choice', 'Complete Mea!', '` Dessert']
VizWiz_train_000000001188.jpg;What kind of dinner is this?;['&', 'blashed'];[]
VizWiz_train_000000001193.jpg;What does this say?;['volunteer'];['` FEMMION']
VizWiz_train_000000001195.jpg;What are these?;['ror'];[]
VizWiz_train_000000001198.jpg;What is in this jar?;[];['Salsa ^']
VizWiz_train_000000001199.jpg;What does this say?;[];['Chris', 'ZTELUST']
VizWiz_train_000000001200.jpg;Can you tell me what this bottle says?;[];['\\8 1 01 / 236 {`', 'body lotion', 'creamy', 'coconut']
VizWiz_train_000000001203.jpg;What kind of creamer is this?;['coffee', 'house', 'nun', 'ha'];['Delights', 'COFFEE', 'HOUSE', 'IHOPTPATIONS']
VizWiz_train_000000001204.jpg;Can you tell me what kind of meat is in this package?;['tcp', 'loinc%cpssozerch'];['Hyvee', 'it Used By or Freeze By', 'For', '$4.00', 'BONELESS PORK', 'TOP LOIN CHOPS 4 02. EACH`']
VizWiz_train_000000001206.jpg;Can you tell me what product this is?  What Simmer sauce this is?;[];['^ dovey', 'ALL ilow`', '^Duty', 'HOT', '12.2 {n`']
VizWiz_train_000000001211.jpg;What is this food item?;[];['20 0', '}000', '160000', 'BLACK']
VizWiz_train_000000001214.jpg;What is this thingee?;[];['8']
VizWiz_train_000000001215.jpg;What is this?;['buna', 'it', 'c;tuvas', 'regål'];['TREIBHIKEAS BUINATTRACTED', 'TOPONIMIA DE AVILA']
VizWiz_train_000000001216.jpg;What is this bottle?;['non-toxic'];['NON - TOXIC*', '$ 5 . ``', 'MORE !']
VizWiz_train_000000001218.jpg;I don't know if this is the front or the back of the package.;['tot', '16', 'to', '1b', 'm.nutes', 'an', 'internal', 'temmtature', '(1700', 'watt):', 'times', 'w"pin', '*', 'wet', "nape'", 'towel', "iwirfoifmts'sweetcommasa.", 'marüego', '(pasteunzed', "cow's", 'milk,', 'salt,', 'hennet,', 'lactic', 'cultmes).', 'roasted', 'methyl', 'cellulose,', 'salt,', 'phosehate,', 'dist', 'sold', 'fyclus', 'hade/', "joe's,", 'monrovja,', '9', '016', 'pfioouci', 'of', 'mexico', 'n', 'acts', 'serving', 'size', '1', 'tamale', '(1289)', 'servings', 'per', 'container', '2', "am-noun'", 'po', 'serving', 'calories', '210', 'calories', 'from', 'fat', '120', 'total', 'fat', '•', 'saturated', 'fat', '21%', 'iqans', 'fat', '09', 'cholesterol', 'sodium-4', 'total', 'c', 'nrbohydrate', 'dietary', 'protein', 'oq', 'vitamin', 'a', '4%', 'calcium', '•', 'iron4%_', 'values', 'may', 'be', '0/', "low.'", 'on', 'you.', 'need', 'sal', 'sod', '...o', '2,soo', 'than', '2.400m'];['101 185%F .', 'CONTAINS MILK .', '`ing Pounder tho`', 'may vary depending on oven wattage .', '1909 5 1 /23471', 'and cover with plastic wrap . Heat 12 Lamales', '\\Sadthing; Bicarbonate , Corn Starch ) .`', 'PRODUCT OF MEXICO', '\\Dist . & Sold Exclusively By :', "Vrader Joe's , Monrovia , CA 91010", 'for 18 to 18 minutes or to an Internal temperature', '\\Into a steamer basket over boiling water and cool', '\\to 3 minutes or to an Internal temperature of 185#1', 'MICROWAVE ( 1200 Wall ) ; Microwave cook times', 'Remove outer packaging. Wrap In a wet paper towel', 'INGREDIENTS : Sweet Corn Masa , Manchego', "Chase ( Pasteurized Cow's Milk , Salt , Calcium", '`Miloride . Rennet , Lactic Cultures ) , Roasted', 'happens , Candle ~` Methyl Cellulose , Salt ,', '``IN` IN move outer packaging . Place 2 tamales', '``calcium Phosphate ,', 'Total Fat', '\\Bat Fat', 'Dietary Fiber', 'Protein Og', 'Total Carbohydrate', '|Vitamin A 4%', 'Calcium 15%', 'Total Fat 139', '\\Sodium 410 ing', '|Cholesterol 15 mg', 'Amount Per Serving', 'Trans Fat 09', '\\Dietary Fiber - V', '|Total Carbohydrate 219', '\\Saturated Fat 3 9', '\\Less than', '\\Calories :`', '\\Servings Per Container 2', 'Less than 60', '\\Percent Daily Values are based on $ 2 , 04', 'or lower depending on your calorie need', '\\alone diet , Your daily values may be high', '\\Serving Size 1 Tamale ( 1289 )', '|Calories 210 Calories from Fat 120', '"ournation Facts', '2,000', '\\_Iron 4%', 'Vitamin C 50', '838', '\\_2,500', '\\% Dally Value "', '` 2, 400 m', '17%', '523437', '490', '21%', '18%', 'Best BY DEC /2013)']
VizWiz_train_000000001220.jpg;What flavor TV dinner is this?;['gournnec', 'keep', 'frozenvcoo', 'oroughiy', '(241', 'g)'];['Gourmet"', 'CONTE', 'RAINS EBAY']
VizWiz_train_000000001221.jpg;Are these cards face up and if so what are they, left to right?;[];['A', '$', '88', 'BICYCLE', '\\OKER', 'A']
VizWiz_train_000000001223.jpg;What is the number on this card? ;['(sis)', '271-4091', 'youngs', 'chop', 'suey', 'speciauzs', 'chinese', 'food', 'our', 'service', '12', 'honzay-sa7urday', '2221', 's7a7e', 'sr.', 'louis,', 'il'];['\\E_ ST. LOUIS , IL', 'CLOSED SUNDAY', '|2221 STATE', '9 0 m', 'HOURS 72 RH - FIT_ MONDAY- SATURDAY', 'CARRY OUT SERVICE', 'WE SPECIALIZE IN CHINESE FOOD', "YOUNG'S CHOP SUEY", 'CALL ( 618 ) 271- 4091']
VizWiz_train_000000001225.jpg;What is on that box?;[];['SWEETENED', 'CORN & OAT CERE`', 'Micaloy`']
VizWiz_train_000000001226.jpg;What kind of drink is this? THank you.;[];['\\Nutrition Fact', '`Serving size Riz^', 'Savings For me`', 'please recycle', "`n't Por Son^", "mi's", 'Calones !`', 'RX', '130', 'FREE', 'ROT S```OZ']
VizWiz_train_000000001235.jpg;Can you please tell me what kind of tea or coffee this is. ;[];[]
VizWiz_train_000000001239.jpg;I just want to know if you can tell me the expiration date on this carton of milk?;['sell', 'by'];['SELL BY', 'FRESH CARING']
VizWiz_train_000000001240.jpg;What is on?;['>', ';pos'];['Have', 'Learn', 'fun with', 'silly', 'me !', 'Socks', 'with', 'Zeel']
VizWiz_train_000000001241.jpg;Can you tell me the brand name of this washer?;['by', 'cch-ora!', 'tor', '•', 'double-action', 'agitator', '•'];['ESTATE', 'BY WHIRLPOOL CORPORATION', 'TOR . DOUBLE - ACTION AGITATOR .`']
VizWiz_train_000000001242.jpg;What's the answer?;['$tpc€wittti', 'value', 'of', '$1', 'per', 'share.', 'rio', 'hi$', 'as', 'credit@which', 'of', 'the', 'following', 'aid-ih', 'papital', 'in', 'excess', 'of', 'land'];['John Kim agrees to contribute equipment with a fair market', "value of $5,000 in exchange for 100 shares of Rio Inc.'s", '`ommon stock with a par value of $ 1 per share . Rio will record', 'this transaction as a credit to which of the following accounts ?!', '( Check all that apply . )', 'Paid - in Capital in Excess of Land', 'Equipment*', 'Cash', 'Paid - in Capital in Excess of Par Value', 'Common Stock', 'CHECK`the`poly and `en`^ ^']
VizWiz_train_000000001243.jpg;What is this product and how do you use it?;['mucinex', 'expectorant'];['~`', 'MUCINEX', '\\EXPECTORANT']
VizWiz_train_000000001244.jpg;Can you tell me what types of flower these are?;[];['ALWAYS', 'save*', 'ENRICHED ! BLEACHED!']
VizWiz_train_000000001248.jpg;What is this item?;['set', 'of', '3.', '8.5".', 'available', 'jn', '3', 'colours', 'i', 'can', 'carrt', 'tour', 'c104kesl', 'o', 'i-reo', 'wmted', 's', 'a', '9t'];['MONKEY', 'DOORHANGER', 'Set of 3 . 8.5 " . Available in 3 colours', 'i can carry', 'your clothes!', 'O', 'O', 'MANYED', 'Because you want ?', 'Wanted is a trademark of Present Time\\']
VizWiz_train_000000001251.jpg;What is the temperature on the display set to?;[];['FAN']
VizWiz_train_000000001252.jpg;What's this?;['co'];['`` Ben CO`']
VizWiz_train_000000001253.jpg;What is this? Oh let's see what it tells me.;['corned', 'bee', "'169", '—', '99'];['meet Beast ; Thick Cut', '\\SAVE WITH COUPON', 'BEEF GROUND ROUND*', 'WAR Bau MISS', 'SAFE HANDLING INSTRUCTION', '3 15', 'Hey Que the AROV, NY 1:1510']
VizWiz_train_000000001258.jpg;What is it and what color is it?;[];[']hood Lies', 'MOOD -', '5255 )', '{']
VizWiz_train_000000001269.jpg;What is the temperature displayed on the screen?;['on/offo', 't0r0m(dé88l', 'i', 'econo', 'cooi', 'i', '___', 'a'];['- MITSUBISHIELECTRIC', 'ON/OFFD', 'TOO', 'WARM ( 1)', '\\) TOO', 'COOL', 'LECONOCOOIL FAN']
VizWiz_train_000000001270.jpg;What is this?;[];['Nutrition Facts', 'Total For ```', 'Total Cart ``']
VizWiz_train_000000001271.jpg;What does this say?;['yexcare', 'soon', 'eau!', 'advanced', 'skin', 'cream', 'creme', 'dc', 'soin', 'évolué', 'softens', 'reolenishes', 'saly'];['Vexcare', 'PREMIERS SOINS', 'New !', 'FIRST AID', 'Youveau!', '3 M', 'SO` GV```', 'Softens', 'and', 'replenishes', 'Nigh , Cracked or scaly skin']
VizWiz_train_000000001272.jpg;Hey, is this shampoo?;['this'];['HYATTATHONEST', '2 25 FL QZ E 35 _ _', 'PLEASE REFEREE', '\\WATER BOTTLES', '100 % RECYCLED', 'PRODUCED FROM', 'THIS BOTTLES']
VizWiz_train_000000001273.jpg;Can you tell me what  this is? ;[];['`ED', 'TABLES!']
VizWiz_train_000000001274.jpg;What kind of beer is this please?;[];['VALAS', 'HALF', 'GE AND', 'FEL', 'PINTO', "I'MRAFFLE", 'BREWING CL', 'FIRE', 'Bulldog', 'FIRST MATE QUIET', '`TOM TOLL THEN*', '_TYMAMADID', 'TOTAL LOCAL CALLS', 'Amber All']
VizWiz_train_000000001277.jpg;Yes, I just need a translation to the words in this captured image.  Thank you.;['uaou'];['Your addict!`', 'your GAY', 'your country']
VizWiz_train_000000001278.jpg;Is this on air, fan or dehumidifier?;['etnunidity', 'mode'];['humidity', 'Fan', 'Fan Speed', 'Mode']
VizWiz_train_000000001280.jpg;And what's the name of this package of chocolates? Thank you.;[];[]
VizWiz_train_000000001281.jpg;Can you please read me the directions on this packet of Mccormicks chili seasoning?;['ion', 'facts', 'tanin', 'c', 'pkg.', 'mccormick', 'seasontng', '1', 'lb.', 'lean', 'ground', 'beef', 'or', 'tuney', '2', 'cans', '(8', 'oz.', 'each)', 'tomato', 'sauce', 'or', '1', 'can', '(1410', 'oz)', 'diced', 'c)', '1', 'can', '(15', 'to', '16', 'oz.)', 'kidney', 'or', 'p«rto', 'undrar,ed', 'asso•ted', 'shredded', 'cheese,', 'reduce:', 'cream', 'chopped', 'onions', 'or', 'cilantro', 'directions', '.', 'brown', 'meat', 'in', 'large', 'e', 'ilet', 'medium-high', 'heat.', "d'", '1', 'fat', '2.', 'stir', 'in', 'seasoning', 't.cmatv', 'sauce', 'and', 'beans.', 'bring', 'to', 'boil;', 'cover.', 'reduce', 'heat', 'and', 'simmer', '10', 'minutes,', 'stirring', 'occasioe', 'serve', 'with', 'toppings,', 'if', 'd-', ',reå', 'for', 'recipes,', 'vi', 'o', 'questions.', 'call', '1', '5847'];['ion Facts', 'DSO` ay mar ^`', 'Chill', 'YOU WILL NEED', '$ 1 pkg. Mccormick Seasoning Mix*', 'warRoom For 5', '2 1 1b. lean ground beef or turkey', '& Dayy Valu`', '2 2 cans (8 02. each ) tomato sauce OR!', '1 can ( 141/2 02. ) diced tomatoes , undrained', '2 1 can ( 15 to 16 02 ) kidney or pinto beans,', 'undrained', 'Assorted Toppings : Shredded Cheese, Reduced Fat', 'Sour Cream , Chopped Onions or Cilantro', '960', '9%', 'DIRECTIONS', 'ate 50', '2%', "1 . BROWN meat in larges' flet\\", '490', 'medium- high heat . Dre I fat!', '19', '2 . STIR in Seasoning Mix , tomato', 'sauce and beans . Bring to boil ;', 'cover . Reduce heat and simmer', 'amin C0%', '10 minutes , stirring occasion ally', 'Serve with toppings , it of *red', '1 2%', '80 on 2 2.000', 'may be higher', 'zone needs .', '2.500', '809']
VizWiz_train_000000001282.jpg;what is this?;[];[]
VizWiz_train_000000001284.jpg;Okay, is the picture good enough to see now or do I need to take the phone further from the screen or get it closer? And if it is good, what does the text say?;[];[]
VizWiz_train_000000001285.jpg;What's in this jar?;['aprika', 'smoked', 'rici', 'and', 'rubs', "a'", 'di"s'];['PAPRIKA', 'SMOKED', 'Sweet , richiand smoky .', 'Fantastic in.rubs and rice dishes']
VizWiz_train_000000001287.jpg;What note is it? How many?;[];[]
VizWiz_train_000000001291.jpg;Please tell me what card this is. Thank you.;[];['WANDS_']
VizWiz_train_000000001292.jpg;What is this? What is this?;['clover', 'valley.', 'scalloped', 'potatoes', '10096', 'real', 'potatoes', 'bakes', 'in', '20', 'minutes'];['CLOVER', 'VALL``', 'Scalloped', 'Potatoes', '100% Real Potatoes', 'Bakes in 20 Minutes']
VizWiz_train_000000001293.jpg;What is in this box?;['corned', 'beef'];["Like ` ' Ease", 'Microwave', 'Heading', 'Counce. Bee!`', 'Instructions']
VizWiz_train_000000001295.jpg;What is this?;[];['`^ ^Ley) = SPIES & INBRED ELLE', 'RED', 'SEAMISSIONVIVE`']
VizWiz_train_000000001296.jpg;What brand of sunglasses is this?;[];[]
VizWiz_train_000000001298.jpg;What type of vegetable is this?;['acl', 'koyssels', 'sproutea'];[]
VizWiz_train_000000001300.jpg;What is this?;[];['WWW . PORTICOHYATTS', 'WHITE GING']
